"Tabela 3573 - Pessoas de 10 anos ou mais de idade, por condição de atividade e de ocupação na semana de referência, segundo o sexo, a condição no domicílio e o compartilhamento da responsabilidade pelo domicílio, a naturalidade em relação ao município e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"5005004","Jardim (MS)","Total","Total","768"
"5005103","Jateí (MS)","Total","Total","82"
"5005152","Juti (MS)","Total","Total","110"
"5005202","Ladário (MS)","Total","Total","760"
"5005251","Laguna Carapã (MS)","Total","Total","117"
"5005400","Maracaju (MS)","Total","Total","868"
"5005608","Miranda (MS)","Total","Total","825"
"5005681","Mundo Novo (MS)","Total","Total","800"
"5005707","Naviraí (MS)","Total","Total","1923"
"5005806","Nioaque (MS)","Total","Total","426"
"5006002","Nova Alvorada do Sul (MS)","Total","Total","404"
"5006200","Nova Andradina (MS)","Total","Total","1530"
"5006259","Novo Horizonte do Sul (MS)","Total","Total","73"
"5006309","Paranaíba (MS)","Total","Total","1083"
"5006358","Paranhos (MS)","Total","Total","82"
"5006408","Pedro Gomes (MS)","Total","Total","219"
"5006606","Ponta Porã (MS)","Total","Total","2154"
"5006903","Porto Murtinho (MS)","Total","Total","463"
"5007109","Ribas do Rio Pardo (MS)","Total","Total","701"
"5007208","Rio Brilhante (MS)","Total","Total","910"
"5007307","Rio Negro (MS)","Total","Total","183"
"5007406","Rio Verde de Mato Grosso (MS)","Total","Total","743"
"5007505","Rochedo (MS)","Total","Total","78"
"5007554","Santa Rita do Pardo (MS)","Total","Total","185"
"5007695","São Gabriel do Oeste (MS)","Total","Total","511"
"5007703","Sete Quedas (MS)","Total","Total","403"
"5007802","Selvíria (MS)","Total","Total","239"
"5007901","Sidrolândia (MS)","Total","Total","1558"
"5007935","Sonora (MS)","Total","Total","600"
"5007950","Tacuru (MS)","Total","Total","240"
"5007976","Taquarussu (MS)","Total","Total","43"
"5008008","Terenos (MS)","Total","Total","435"
"5008305","Três Lagoas (MS)","Total","Total","3274"
"5008404","Vicentina (MS)","Total","Total","117"
"5100102","Acorizal (MT)","Total","Total","142"
"5100201","Água Boa (MT)","Total","Total","399"
"5100250","Alta Floresta (MT)","Total","Total","1507"
"5100300","Alto Araguaia (MT)","Total","Total","507"
"5100359","Alto Boa Vista (MT)","Total","Total","94"
"5100409","Alto Garças (MT)","Total","Total","436"
"5100508","Alto Paraguai (MT)","Total","Total","248"
"5100607","Alto Taquari (MT)","Total","Total","108"
"5100805","Apiacás (MT)","Total","Total","189"
"5101001","Araguaiana (MT)","Total","Total","122"
"5101209","Araguainha (MT)","Total","Total","41"
"5101258","Araputanga (MT)","Total","Total","538"
"5101308","Arenápolis (MT)","Total","Total","500"
"5101407","Aripuanã (MT)","Total","Total","475"
"5101605","Barão de Melgaço (MT)","Total","Total","89"
"5101704","Barra do Bugres (MT)","Total","Total","857"
"5101803","Barra do Garças (MT)","Total","Total","2087"
"5101852","Bom Jesus do Araguaia (MT)","Total","Total","98"
"5101902","Brasnorte (MT)","Total","Total","246"
"5102504","Cáceres (MT)","Total","Total","3315"
"5102603","Campinápolis (MT)","Total","Total","122"
"5102637","Campo Novo do Parecis (MT)","Total","Total","841"
"5102678","Campo Verde (MT)","Total","Total","1167"
"5102686","Campos de Júlio (MT)","Total","Total","83"
"5102694","Canabrava do Norte (MT)","Total","Total","144"
"5102702","Canarana (MT)","Total","Total","547"
"5102793","Carlinda (MT)","Total","Total","320"
"5102850","Castanheira (MT)","Total","Total","140"
"5103007","Chapada dos Guimarães (MT)","Total","Total","493"
"5103056","Cláudia (MT)","Total","Total","382"
"5103106","Cocalinho (MT)","Total","Total","209"
"5103205","Colíder (MT)","Total","Total","828"
"5103254","Colniza (MT)","Total","Total","666"
"5103304","Comodoro (MT)","Total","Total","503"
"5103353","Confresa (MT)","Total","Total","590"
"5103361","Conquista D'Oeste (MT)","Total","Total","94"
"5103379","Cotriguaçu (MT)","Total","Total","414"
"5103403","Cuiabá (MT)","Total","Total","20507"
"5103437","Curvelândia (MT)","Total","Total","107"
"5103452","Denise (MT)","Total","Total","281"
"5103502","Diamantino (MT)","Total","Total","645"
"5103601","Dom Aquino (MT)","Total","Total","246"
"5103700","Feliz Natal (MT)","Total","Total","273"
"5103809","Figueirópolis D'Oeste (MT)","Total","Total","86"
"5103858","Gaúcha do Norte (MT)","Total","Total","51"
"5103908","General Carneiro (MT)","Total","Total","187"
"5103957","Glória D'Oeste (MT)","Total","Total","67"
"5104104","Guarantã do Norte (MT)","Total","Total","1094"
"5104203","Guiratinga (MT)","Total","Total","592"
"5104500","Indiavaí (MT)","Total","Total","73"
"5104526","Ipiranga do Norte (MT)","Total","Total","120"
"5104542","Itanhangá (MT)","Total","Total","125"
"5104559","Itaúba (MT)","Total","Total","113"
"5104609","Itiquira (MT)","Total","Total","714"
"5104807","Jaciara (MT)","Total","Total","789"
"5104906","Jangada (MT)","Total","Total","86"
"5105002","Jauru (MT)","Total","Total","249"
"5105101","Juara (MT)","Total","Total","894"
"5105150","Juína (MT)","Total","Total","932"
"5105176","Juruena (MT)","Total","Total","111"
"5105200","Juscimeira (MT)","Total","Total","345"
"5105234","Lambari D'Oeste (MT)","Total","Total","186"
"5105259","Lucas do Rio Verde (MT)","Total","Total","1416"
"5105309","Luciara (MT)","Total","Total","38"
"5105507","Vila Bela da Santíssima Trindade (MT)","Total","Total","443"
"5105580","Marcelândia (MT)","Total","Total","241"
"5105606","Matupá (MT)","Total","Total","394"
"5105622","Mirassol d'Oeste (MT)","Total","Total","660"
"5105903","Nobres (MT)","Total","Total","566"
"5106000","Nortelândia (MT)","Total","Total","299"
"5106109","Nossa Senhora do Livramento (MT)","Total","Total","569"
"5106158","Nova Bandeirantes (MT)","Total","Total","89"
"5106174","Nova Nazaré (MT)","Total","Total","76"
"5106182","Nova Lacerda (MT)","Total","Total","113"
"5106190","Nova Santa Helena (MT)","Total","Total","91"
"5106208","Nova Brasilândia (MT)","Total","Total","80"
"5106216","Nova Canaã do Norte (MT)","Total","Total","318"
"5106224","Nova Mutum (MT)","Total","Total","639"
"5106232","Nova Olímpia (MT)","Total","Total","1360"
"5106240","Nova Ubiratã (MT)","Total","Total","165"
"5106257","Nova Xavantina (MT)","Total","Total","592"
"5106265","Novo Mundo (MT)","Total","Total","109"
"5106273","Novo Horizonte do Norte (MT)","Total","Total","104"
"5106281","Novo São Joaquim (MT)","Total","Total","113"
"5106299","Paranaíta (MT)","Total","Total","259"
"5106307","Paranatinga (MT)","Total","Total","437"
"5106315","Novo Santo Antônio (MT)","Total","Total","69"
"5106372","Pedra Preta (MT)","Total","Total","677"
"5106422","Peixoto de Azevedo (MT)","Total","Total","935"
"5106455","Planalto da Serra (MT)","Total","Total","76"
"5106505","Poconé (MT)","Total","Total","1029"
"5106653","Pontal do Araguaia (MT)","Total","Total","141"
"5106703","Ponte Branca (MT)","Total","Total","64"
"5106752","Pontes e Lacerda (MT)","Total","Total","1288"
"5106778","Porto Alegre do Norte (MT)","Total","Total","533"
"5106802","Porto dos Gaúchos (MT)","Total","Total","113"
"5106828","Porto Esperidião (MT)","Total","Total","254"
"5106851","Porto Estrela (MT)","Total","Total","13"
"5107008","Poxoréu (MT)","Total","Total","607"
"5107040","Primavera do Leste (MT)","Total","Total","1252"
"5107065","Querência (MT)","Total","Total","198"
"5107107","São José dos Quatro Marcos (MT)","Total","Total","564"
"5107156","Reserva do Cabaçal (MT)","Total","Total","51"
"5107180","Ribeirão Cascalheira (MT)","Total","Total","268"
"5107198","Ribeirãozinho (MT)","Total","Total","33"
"5107206","Rio Branco (MT)","Total","Total","188"
"5107248","Santa Carmem (MT)","Total","Total","120"
"5107263","Santo Afonso (MT)","Total","Total","94"
"5107297","São José do Povo (MT)","Total","Total","97"
"5107305","São José do Rio Claro (MT)","Total","Total","473"
"5107354","São José do Xingu (MT)","Total","Total","191"
"5107404","São Pedro da Cipa (MT)","Total","Total","209"
"5107578","Rondolândia (MT)","Total","Total","62"
"5107602","Rondonópolis (MT)","Total","Total","8085"
"5107701","Rosário Oeste (MT)","Total","Total","648"
"5107743","Santa Cruz do Xingu (MT)","Total","Total","39"
"5107750","Salto do Céu (MT)","Total","Total","95"
"5107768","Santa Rita do Trivelato (MT)","Total","Total","113"
"5107776","Santa Terezinha (MT)","Total","Total","272"
"5107792","Santo Antônio do Leste (MT)","Total","Total","21"
"5107800","Santo Antônio do Leverger (MT)","Total","Total","460"
"5107859","São Félix do Araguaia (MT)","Total","Total","256"
"5107875","Sapezal (MT)","Total","Total","618"
"5107883","Serra Nova Dourada (MT)","Total","Total","45"
"5107909","Sinop (MT)","Total","Total","3203"
"5107925","Sorriso (MT)","Total","Total","1952"
"5107941","Tabaporã (MT)","Total","Total","104"
"5107958","Tangará da Serra (MT)","Total","Total","2800"
"5108006","Tapurah (MT)","Total","Total","185"
"5108055","Terra Nova do Norte (MT)","Total","Total","227"
"5108105","Tesouro (MT)","Total","Total","163"
"5108204","Torixoréu (MT)","Total","Total","214"
"5108303","União do Sul (MT)","Total","Total","64"
"5108352","Vale de São Domingos (MT)","Total","Total","44"
"5108402","Várzea Grande (MT)","Total","Total","9128"
"5108501","Vera (MT)","Total","Total","154"
"5108600","Vila Rica (MT)","Total","Total","570"
"5108808","Nova Guarita (MT)","Total","Total","128"
"5108857","Nova Marilândia (MT)","Total","Total","162"
"5108907","Nova Maringá (MT)","Total","Total","112"
"5108956","Nova Monte Verde (MT)","Total","Total","198"
"5200050","Abadia de Goiás (GO)","Total","Total","186"
"5200100","Abadiânia (GO)","Total","Total","269"
"5200134","Acreúna (GO)","Total","Total","887"
"5200159","Adelândia (GO)","Total","Total","110"
"5200175","Água Fria de Goiás (GO)","Total","Total","140"
"5200209","Água Limpa (GO)","Total","Total","13"
"5200258","Águas Lindas de Goiás (GO)","Total","Total","6793"
"5200308","Alexânia (GO)","Total","Total","676"
"5200506","Aloândia (GO)","Total","Total","38"
"5200555","Alto Horizonte (GO)","Total","Total","111"
"5200605","Alto Paraíso de Goiás (GO)","Total","Total","316"
"5200803","Alvorada do Norte (GO)","Total","Total","402"
"5200829","Amaralina (GO)","Total","Total","87"
"5200852","Americano do Brasil (GO)","Total","Total","151"
"5200902","Amorinópolis (GO)","Total","Total","113"
"5201108","Anápolis (GO)","Total","Total","11693"
"5201207","Anhanguera (GO)","Total","Total","20"
"5201306","Anicuns (GO)","Total","Total","770"
"5201405","Aparecida de Goiânia (GO)","Total","Total","15044"
"5201454","Aparecida do Rio Doce (GO)","Total","Total","64"
"5201504","Aporé (GO)","Total","Total","154"
"5201603","Araçu (GO)","Total","Total","58"
"5201702","Aragarças (GO)","Total","Total","470"
"5201801","Aragoiânia (GO)","Total","Total","292"
"5202155","Araguapaz (GO)","Total","Total","406"
"5202353","Arenópolis (GO)","Total","Total","140"
"5202502","Aruanã (GO)","Total","Total","156"
"5202601","Aurilândia (GO)","Total","Total","218"
"5202809","Avelinópolis (GO)","Total","Total","67"
"5203104","Baliza (GO)","Total","Total","105"
"5203203","Barro Alto (GO)","Total","Total","164"
"5203302","Bela Vista de Goiás (GO)","Total","Total","854"
"5203401","Bom Jardim de Goiás (GO)","Total","Total","168"
"5203500","Bom Jesus de Goiás (GO)","Total","Total","831"
"5203559","Bonfinópolis (GO)","Total","Total","222"
"5203575","Bonópolis (GO)","Total","Total","83"
"5203609","Brazabrantes (GO)","Total","Total","146"
"5203807","Britânia (GO)","Total","Total","228"
"5203906","Buriti Alegre (GO)","Total","Total","197"
"5203939","Buriti de Goiás (GO)","Total","Total","38"
"5203962","Buritinópolis (GO)","Total","Total","166"
"5204003","Cabeceiras (GO)","Total","Total","179"
"5204102","Cachoeira Alta (GO)","Total","Total","259"
"5204201","Cachoeira de Goiás (GO)","Total","Total","65"
"5204250","Cachoeira Dourada (GO)","Total","Total","245"
"5204300","Caçu (GO)","Total","Total","235"
"5204409","Caiapônia (GO)","Total","Total","534"
"5204508","Caldas Novas (GO)","Total","Total","1755"
"5204557","Caldazinha (GO)","Total","Total","149"
"5204607","Campestre de Goiás (GO)","Total","Total","85"
"5204656","Campinaçu (GO)","Total","Total","76"
"5204706","Campinorte (GO)","Total","Total","258"
"5204805","Campo Alegre de Goiás (GO)","Total","Total","184"
"5204854","Campo Limpo de Goiás (GO)","Total","Total","82"
"5204904","Campos Belos (GO)","Total","Total","1032"
"5204953","Campos Verdes (GO)","Total","Total","270"
"5205000","Carmo do Rio Verde (GO)","Total","Total","167"
"5205059","Castelândia (GO)","Total","Total","185"
"5205109","Catalão (GO)","Total","Total","3037"
"5205208","Caturaí (GO)","Total","Total","176"
"5205307","Cavalcante (GO)","Total","Total","344"
"5205406","Ceres (GO)","Total","Total","602"
"5205455","Cezarina (GO)","Total","Total","324"
"5205471","Chapadão do Céu (GO)","Total","Total","130"
"5205497","Cidade Ocidental (GO)","Total","Total","2569"
"5205513","Cocalzinho de Goiás (GO)","Total","Total","635"
"5205521","Colinas do Sul (GO)","Total","Total","206"
"5205703","Córrego do Ouro (GO)","Total","Total","25"
"5205802","Corumbá de Goiás (GO)","Total","Total","477"
"5205901","Corumbaíba (GO)","Total","Total","161"
"5206206","Cristalina (GO)","Total","Total","1666"
"5206305","Cristianópolis (GO)","Total","Total","37"
"5206404","Crixás (GO)","Total","Total","463"
"5206503","Cromínia (GO)","Total","Total","37"
"5206602","Cumari (GO)","Total","Total","32"
"5206701","Damianópolis (GO)","Total","Total","66"
"5206800","Damolândia (GO)","Total","Total","57"
"5206909","Davinópolis (GO)","Total","Total","65"
"5207105","Diorama (GO)","Total","Total","47"
"5207253","Doverlândia (GO)","Total","Total","220"
"5207352","Edealina (GO)","Total","Total","100"
"5207402","Edéia (GO)","Total","Total","401"
"5207501","Estrela do Norte (GO)","Total","Total","80"
"5207535","Faina (GO)","Total","Total","146"
"5207600","Fazenda Nova (GO)","Total","Total","107"
"5207808","Firminópolis (GO)","Total","Total","346"
"5207907","Flores de Goiás (GO)","Total","Total","712"
"5208004","Formosa (GO)","Total","Total","3829"
"5208103","Formoso (GO)","Total","Total","90"
"5208152","Gameleira de Goiás (GO)","Total","Total","56"
"5208301","Divinópolis de Goiás (GO)","Total","Total","144"
"5208400","Goianápolis (GO)","Total","Total","414"
"5208509","Goiandira (GO)","Total","Total","206"
"5208608","Goianésia (GO)","Total","Total","2047"
"5208707","Goiânia (GO)","Total","Total","40019"
"5208806","Goianira (GO)","Total","Total","1213"
"5208905","Goiás (GO)","Total","Total","722"
"5209101","Goiatuba (GO)","Total","Total","1013"
"5209150","Gouvelândia (GO)","Total","Total","213"
"5209200","Guapó (GO)","Total","Total","243"
"5209291","Guaraíta (GO)","Total","Total","45"
"5209408","Guarani de Goiás (GO)","Total","Total","301"
"5209457","Guarinos (GO)","Total","Total","67"
"5209606","Heitoraí (GO)","Total","Total","22"
"5209705","Hidrolândia (GO)","Total","Total","458"
"5209804","Hidrolina (GO)","Total","Total","83"
"5209903","Iaciara (GO)","Total","Total","592"
"5209937","Inaciolândia (GO)","Total","Total","153"
"5209952","Indiara (GO)","Total","Total","566"
"5210000","Inhumas (GO)","Total","Total","1146"
"5210109","Ipameri (GO)","Total","Total","736"
"5210158","Ipiranga de Goiás (GO)","Total","Total","52"
"5210208","Iporá (GO)","Total","Total","754"
"5210307","Israelândia (GO)","Total","Total","116"
"5210406","Itaberaí (GO)","Total","Total","1083"
"5210562","Itaguari (GO)","Total","Total","94"
"5210604","Itaguaru (GO)","Total","Total","94"
"5210802","Itajá (GO)","Total","Total","121"
"5210901","Itapaci (GO)","Total","Total","575"
"5211008","Itapirapuã (GO)","Total","Total","222"
"5211206","Itapuranga (GO)","Total","Total","529"
"5211305","Itarumã (GO)","Total","Total","103"
"5211404","Itauçu (GO)","Total","Total","115"
"5211503","Itumbiara (GO)","Total","Total","2470"
"5211602","Ivolândia (GO)","Total","Total","88"
"5211701","Jandaia (GO)","Total","Total","211"
"5211800","Jaraguá (GO)","Total","Total","716"
"5211909","Jataí (GO)","Total","Total","1740"
"5212006","Jaupaci (GO)","Total","Total","101"
"5212055","Jesúpolis (GO)","Total","Total","23"
"5212105","Joviânia (GO)","Total","Total","219"
"5212204","Jussara (GO)","Total","Total","558"
"5212253","Lagoa Santa (GO)","Total","Total","17"
"5212303","Leopoldo de Bulhões (GO)","Total","Total","140"
"5212501","Luziânia (GO)","Total","Total","8513"
"5212600","Mairipotaba (GO)","Total","Total","67"
"5212709","Mambaí (GO)","Total","Total","265"
"5212808","Mara Rosa (GO)","Total","Total","315"
"5212907","Marzagão (GO)","Total","Total","81"
"5212956","Matrinchã (GO)","Total","Total","155"
"5213004","Maurilândia (GO)","Total","Total","459"
"5213053","Mimoso de Goiás (GO)","Total","Total","44"
