"Tabela 1394 - Domicílios particulares permanentes, por situação do domicílio e existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio, segundo o tipo do domicílio, a condição de ocupação e o tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Ano x Situação do domicílio x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Tinham banheiro de uso exclusivo do domicílio - 1 banheiro","Tinham banheiro de uso exclusivo do domicílio - 2 banheiros","Tinham banheiro de uso exclusivo do domicílio - 3 banheiros","Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais","Tinham sanitário","Não tinham banheiro nem sanitário"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Total","Total","Total","Total","Total","Total"
"3201506003","Alto Vila Nova - Colatina (ES)","Total","Total","67","30","3","1","-","-"
"3201506004","Ayrton Senna - Colatina (ES)","Total","Total","1095","96","5","1","2","2"
"3201506005","Barbados - Colatina (ES)","Total","Total","196","21","2","3","-","-"
"3201506006","Bela Vista - Colatina (ES)","Total","Total","959","140","10","-","36","6"
"3201506007","Benjamin Carlos dos Santos - Colatina (ES)","Total","Total","24","2","-","-","-","-"
"3201506008","Castelo Branco - Colatina (ES)","Total","Total","69","81","24","7","-","-"
"3201506009","Carlos Germano Naumann - Colatina (ES)","Total","Total","1053","226","23","11","-","2"
"3201506010","Centro - Colatina (ES)","Total","Total","440","441","229","76","15","-"
"3201506011","Colatina Velha - Colatina (ES)","Total","Total","893","169","30","4","9","2"
"3201506012","Columbia - Colatina (ES)","Total","Total","927","293","31","6","3","1"
"3201506013","Esplanada - Colatina (ES)","Total","Total","93","87","34","12","-","-"
"3201506014","Fazenda Vitali - Colatina (ES)","Total","Total","29","71","34","18","-","-"
"3201506015","Fioravante Marino - Colatina (ES)","Total","Total","119","3","-","-","-","-"
"3201506016","Francisco Simonassi - Colatina (ES)","Total","Total","252","47","3","-","2","-"
"3201506017","Honório Fraga - Colatina (ES)","Total","Total","754","337","57","15","2","1"
"3201506018","Industrial Alves Marques - Colatina (ES)","Total","Total","20","8","2","1","-","-"
"3201506019","Jardim Planalto - Colatina (ES)","Total","Total","121","161","93","67","-","-"
"3201506020","Lacê - Colatina (ES)","Total","Total","321","133","81","33","4","-"
"3201506021","Luiz Iglesias - Colatina (ES)","Total","Total","195","48","6","4","-","1"
"3201506022","Maria das Graças - Colatina (ES)","Total","Total","674","337","77","34","3","-"
"3201506023","Maria Ismênia - Colatina (ES)","Total","Total","309","205","36","19","5","1"
"3201506024","Mário Giurizatto - Colatina (ES)","Total","Total","278","79","13","7","1","-"
"3201506025","Marista - Colatina (ES)","Total","Total","45","37","24","20","-","-"
"3201506026","Martineli - Colatina (ES)","Total","Total","68","28","3","1","1","-"
"3201506027","Moacir Brotas - Colatina (ES)","Total","Total","67","111","59","30","-","1"
"3201506028","Morada do Sol - Colatina (ES)","Total","Total","116","46","12","4","-","1"
"3201506029","Nossa Senhora Aparecida - Colatina (ES)","Total","Total","1374","449","59","9","2","-"
"3201506030","Nossa Senhora da Penha - Colatina (ES)","Total","Total","167","38","4","1","-","-"
"3201506031","Novo Horizonte - Colatina (ES)","Total","Total","601","95","10","1","4","1"
"3201506032","Olívio Zanoteli - Colatina (ES)","Total","Total","201","45","2","1","2","-"
"3201506033","Operário - Colatina (ES)","Total","Total","519","103","14","1","9","7"
"3201506034","Padre José de Anchieta - Colatina (ES)","Total","Total","403","85","25","4","-","-"
"3201506035","Perpétuo Socorro - Colatina (ES)","Total","Total","558","141","26","2","4","1"
"3201506036","Por do Sol - Colatina (ES)","Total","Total","267","71","16","3","1","1"
"3201506037","Raul Giuberti - Colatina (ES)","Total","Total","34","4","2","1","-","-"
"3201506038","Residencial Nobre - Colatina (ES)","Total","Total","122","41","8","5","-","-"
"3201506039","Sagrado Coração de Jesus - Colatina (ES)","Total","Total","33","47","19","21","-","-"
"3201506040","San Diego - Colatina (ES)","Total","Total","17","32","16","10","-","-"
"3201506041","Santa Cecília - Colatina (ES)","Total","Total","42","29","9","7","2","-"
"3201506042","Santa Helena - Colatina (ES)","Total","Total","208","71","19","6","1","-"
"3201506043","Santa Margarida - Colatina (ES)","Total","Total","174","40","2","-","1","-"
"3201506044","Santa Mônica - Colatina (ES)","Total","Total","77","103","54","21","-","-"
"3201506045","Santa Terezinha - Colatina (ES)","Total","Total","255","106","21","4","1","-"
"3201506046","Santo Antônio - Colatina (ES)","Total","Total","1178","250","30","4","18","6"
"3201506047","Santos Dumont - Colatina (ES)","Total","Total","362","81","14","2","-","-"
"3201506048","São Braz - Colatina (ES)","Total","Total","377","94","16","5","-","-"
"3201506049","São Judas Tadeu - Colatina (ES)","Total","Total","158","31","9","1","1","-"
"3201506050","São Marcos - Colatina (ES)","Total","Total","722","86","8","5","4","3"
"3201506051","São Pedro - Colatina (ES)","Total","Total","420","65","4","1","-","2"
"3201506052","São Silvano - Colatina (ES)","Total","Total","697","350","88","29","-","1"
"3201506053","São Vicente - Colatina (ES)","Total","Total","627","201","24","4","6","-"
"3201506054","Vila Amélia - Colatina (ES)","Total","Total","553","124","15","1","-","2"
"3201506055","Vila Lenira - Colatina (ES)","Total","Total","921","359","72","15","2","3"
"3201506056","Vila Nova - Colatina (ES)","Total","Total","85","108","25","10","-","-"
"3201506057","Vila Real - Colatina (ES)","Total","Total","407","183","30","6","-","-"
"3201506058","Vista da Serra - Colatina (ES)","Total","Total","280","109","31","4","1","-"
"3202108001","Centro - Ecoporanga (ES)","Total","Total","686","387","103","34","2","-"
"3202108002","Divino Espírito Santo - Ecoporanga (ES)","Total","Total","443","54","15","1","3","-"
"3202108003","Vila Nova - Ecoporanga (ES)","Total","Total","763","62","1","1","-","5"
"3202108004","Parque de Exposição - Ecoporanga (ES)","Total","Total","71","2","1","-","3","1"
"3202108005","Nossa Senhora Aparecida - Ecoporanga (ES)","Total","Total","152","24","3","-","3","-"
"3202108006","Homero Amante - Ecoporanga (ES)","Total","Total","188","29","3","-","-","-"
"3202108007","Santa Mônica - Ecoporanga (ES)","Total","Total","168","22","1","2","4","2"
"3202108008","Benedita Monteiro - Ecoporanga (ES)","Total","Total","453","69","6","1","1","1"
"3202108009","Santa Rita - Ecoporanga (ES)","Total","Total","49","17","1","-","-","-"
"3203007001","Centro - Iúna (ES)","Total","Total","331","189","61","3","2","-"
"3203007002","Vila Nova - Iúna (ES)","Total","Total","160","62","15","3","-","1"
"3203007003","Niteroi - Iúna (ES)","Total","Total","141","58","10","5","-","-"
"3203007004","Quilombo - Iúna (ES)","Total","Total","1583","255","27","3","16","1"
"3203007005","Guanabara - Iúna (ES)","Total","Total","261","52","9","3","2","-"
"3203007006","Ferreira Valle - Iúna (ES)","Total","Total","53","26","3","2","-","-"
"3203007007","Vale Verde - Iúna (ES)","Total","Total","33","25","10","5","-","-"
"3203007008","Nossa Senhora da Penha - Iúna (ES)","Total","Total","395","71","9","-","3","-"
"3203007009","Pito - Iúna (ES)","Total","Total","353","108","17","4","1","-"
"3203205001","Araçá - Linhares (ES)","Total","Total","1263","408","70","14","88","10"
"3203205002","Aviso - Linhares (ES)","Total","Total","2439","408","75","10","188","17"
"3203205003","Boa Vista - Linhares (ES)","Total","Total","237","60","8","2","3","6"
"3203205004","Canivete - Linhares (ES)","Total","Total","1290","209","18","4","19","5"
"3203205005","Centro - Linhares (ES)","Total","Total","716","722","410","173","21","1"
"3203205006","Colina - Linhares (ES)","Total","Total","83","103","74","59","7","-"
"3203205007","Interlagos - Linhares (ES)","Total","Total","6270","1381","202","37","107","17"
"3203205008","Jardim Laguna - Linhares (ES)","Total","Total","661","283","99","27","1","-"
"3203205009","José Rodrigues Maciel - Linhares (ES)","Total","Total","516","223","41","17","14","3"
"3203205010","Juparanã - Linhares (ES)","Total","Total","744","344","58","14","1","-"
"3203205011","Lagoa do Meio - Linhares (ES)","Total","Total","147","209","88","20","1","-"
"3203205012","Linhares V - Linhares (ES)","Total","Total","678","112","6","-","2","-"
"3203205013","Movelar - Linhares (ES)","Total","Total","835","130","16","2","26","3"
"3203205014","Nova Betânia - Linhares (ES)","Total","Total","171","45","3","1","-","-"
"3203205015","Nova Esperança - Linhares (ES)","Total","Total","1043","94","8","3","1","11"
"3203205016","Nossa Senhora da Conceição - Linhares (ES)","Total","Total","711","325","90","32","55","-"
"3203205017","Novo Horizonte - Linhares (ES)","Total","Total","1028","610","128","26","16","-"
"3203205018","Palmital - Linhares (ES)","Total","Total","336","55","15","3","32","1"
"3203205019","Planalto - Linhares (ES)","Total","Total","1239","101","11","2","25","10"
"3203205020","Santa Cruz - Linhares (ES)","Total","Total","788","93","9","1","24","6"
"3203205021","São José - Linhares (ES)","Total","Total","778","184","18","1","3","3"
"3203205022","Shell - Linhares (ES)","Total","Total","1175","297","71","16","38","3"
"3203205023","Três Barras - Linhares (ES)","Total","Total","202","166","62","24","1","-"
"3205002001","Parque das Gaivotas - Serra (ES)","Total","Total","877","169","20","11","15","2"
"3205002002","Praiamar - Serra (ES)","Total","Total","467","93","15","1","1","-"
"3205002003","Parque Nova Fé - Serra (ES)","Total","Total","119","60","21","17","2","-"
"3205002004","Serramar - Serra (ES)","Total","Total","592","232","32","5","3","1"
"3205002005","Reis Magos - Serra (ES)","Total","Total","107","80","26","20","-","-"
"3205002006","Nova Almeida Centro - Serra (ES)","Total","Total","56","37","10","9","-","-"
"3205002007","Boa Vista (Nova Almeida) - Serra (ES)","Total","Total","348","72","16","1","10","1"
"3205002008","São João - Serra (ES)","Total","Total","533","146","20","9","5","3"
"3205002009","Bairro Novo - Serra (ES)","Total","Total","54","41","17","11","1","-"
"3205002010","Marbela - Serra (ES)","Total","Total","30","33","14","8","-","-"
"3205002011","Costabela - Serra (ES)","Total","Total","165","80","36","14","-","-"
"3205002012","Praia de Capuaba - Serra (ES)","Total","Total","152","39","6","4","4","2"
"3205002013","Enseada de Jacaraípe - Serra (ES)","Total","Total","193","108","17","5","4","-"
"3205002014","São Francisco - Serra (ES)","Total","Total","324","215","74","32","3","-"
"3205002015","Bairro das Laranjeiras - Serra (ES)","Total","Total","2700","842","205","86","228","19"
"3205002016","Lagoa Jacaraípe - Serra (ES)","Total","Total","388","78","16","6","9","1"
"3205002017","Residencial Jacaraípe - Serra (ES)","Total","Total","989","199","25","15","10","13"
"3205002018","Costa Dourada - Serra (ES)","Total","Total","302","49","5","5","7","1"
"3205002019","Jardim Atlântico - Serra (ES)","Total","Total","420","309","129","78","1","-"
"3205002020","Belvedere - Serra (ES)","Total","Total","222","20","-","2","5","7"
"3205002021","Estância Monazítica - Serra (ES)","Total","Total","261","206","104","47","-","-"
"3205002022","São Patrício - Serra (ES)","Total","Total","219","112","21","6","25","1"
"3205002023","Parque Jacaraípe - Serra (ES)","Total","Total","492","318","148","73","3","1"
"3205002024","São Pedro - Serra (ES)","Total","Total","151","52","16","4","-","-"
"3205002025","Castelândia - Serra (ES)","Total","Total","176","133","50","31","1","-"
"3205002026","Conjunto Jacaraípe - Serra (ES)","Total","Total","823","282","4","2","4","-"
"3205002027","Valparaíso - Serra (ES)","Total","Total","1365","499","62","26","1","-"
"3205002028","Portal de Jacaraípe - Serra (ES)","Total","Total","134","118","36","10","-","-"
"3205002029","Centro Industrial do Município - Serra (ES)","Total","Total","11","6","-","-","-","-"
"3205002030","Sítio Irema - Serra (ES)","Total","Total","69","37","18","5","3","-"
"3205002031","Feu Rosa - Serra (ES)","Total","Total","4657","1052","108","11","76","8"
"3205002032","Condomínio Ecológico Parque da Lagoa - Serra (ES)","Total","Total","4","-","1","-","1","2"
"3205002033","Vila Nova de Colares - Serra (ES)","Total","Total","4109","654","61","14","111","11"
"3205002034","Ourimar - Serra (ES)","Total","Total","32","17","4","5","-","1"
"3205002035","Manguinhos - Serra (ES)","Total","Total","138","108","83","95","1","-"
"3205002036","Parque Residencial Laranjeiras - Serra (ES)","Total","Total","1208","1019","312","84","4","3"
"3205002037","Camará - Serra (ES)","Total","Total","130","26","6","1","-","-"
"3205002038","Morada de Laranjeiras - Serra (ES)","Total","Total","1370","295","217","60","-","-"
"3205002039","Nova Zelândia - Serra (ES)","Total","Total","224","44","4","2","1","1"
"3205002040","Guaraciaba - Serra (ES)","Total","Total","626","76","16","5","2","3"
"3205002041","Civit II - Serra (ES)","Total","Total","5","12","9","7","1","-"
"3205002042","Jardim Limoeiro - Serra (ES)","Total","Total","1893","312","57","19","75","5"
"3205002043","Bicanga - Serra (ES)","Total","Total","276","139","59","39","2","1"
"3205002044","Balneário de Carapebus - Serra (ES)","Total","Total","1084","178","35","11","12","4"
"3205002045","Alterozas - Serra (ES)","Total","Total","346","136","23","4","2","-"
"3205002046","Cidade Continental - Serra (ES)","Total","Total","2188","808","116","18","2","2"
"3205002047","Praia de Carapebus - Serra (ES)","Total","Total","1279","314","47","18","1","2"
"3205002048","Chácara Parreiral - Serra (ES)","Total","Total","228","82","25","4","-","2"
"3205002049","Novo Horizonte - Serra (ES)","Total","Total","3719","481","76","10","163","11"
"3205002050","São Diogo II - Serra (ES)","Total","Total","135","88","23","5","1","-"
"3205002051","São Diogo I - Serra (ES)","Total","Total","788","163","58","27","3","-"
"3205002052","São Geraldo - Serra (ES)","Total","Total","389","102","11","3","20","1"
"3205002053","Manoel Plaza - Serra (ES)","Total","Total","520","303","72","23","10","-"
"3205002054","Eurico Salles - Serra (ES)","Total","Total","138","204","48","20","-","-"
"3205002055","Rosário de Fátima - Serra (ES)","Total","Total","359","125","32","6","2","-"
"3205002056","Boa Vista (Carapina) - Serra (ES)","Total","Total","639","153","23","5","24","1"
"3205002057","Jardim Carapina - Serra (ES)","Total","Total","3604","422","41","9","23","6"
"3205002058","Santa Luzia - Serra (ES)","Total","Total","693","146","108","45","6","-"
"3205002059","Terminal Intermodal da Serra - Serra (ES)","Total","Total","..","..","..","..","..",".."
"3205002060","André Carlone - Serra (ES)","Total","Total","1859","254","56","9","6","1"
"3205002061","Carapina Grande - Serra (ES)","Total","Total","2642","675","114","29","51","2"
"3205002062","Diamantina - Serra (ES)","Total","Total","379","63","7","-","5","5"
"3205002063","Central Carapina - Serra (ES)","Total","Total","1636","205","21","1","19","9"
"3205002064","Planalto Carapina - Serra (ES)","Total","Total","747","109","13","-","23","8"
"3205002065","Jardim Tropical - Serra (ES)","Total","Total","1763","483","67","24","83","3"
"3205002066","Cantinho do Céu - Serra (ES)","Total","Total","1100","122","14","6","29","13"
"3205002067","José de Anchieta II - Serra (ES)","Total","Total","959","128","13","2","3","1"
"3205002068","Solar de Anchieta - Serra (ES)","Total","Total","301","42","1","-","-","-"
"3205002069","José de Anchieta - Serra (ES)","Total","Total","1355","550","72","18","6","3"
"3205002070","José de Anchieta III - Serra (ES)","Total","Total","488","83","4","-","4","3"
"3205002071","Laranjeiras Velha - Serra (ES)","Total","Total","1345","192","22","9","14","1"
"3205002072","Taquara I - Serra (ES)","Total","Total","1227","170","12","3","8","2"
"3205002073","São Judas Tadeu - Serra (ES)","Total","Total","471","90","16","7","1","-"
"3205002074","Taquara II - Serra (ES)","Total","Total","594","122","19","1","8","1"
"3205002075","Barcelona - Serra (ES)","Total","Total","2210","1245","214","52","17","1"
"3205002076","Maringá - Serra (ES)","Total","Total","518","130","15","1","-","-"
"3205002077","Civit I - Serra (ES)","Total","Total","3","1","-","-","1","-"
"3205002078","Parque Residencial Tubarão - Serra (ES)","Total","Total","849","161","12","2","14","3"
"3205002079","Planície da Serra - Serra (ES)","Total","Total","133","77","13","2","-","1"
"3205002080","Mata da Serra - Serra (ES)","Total","Total","336","259","90","15","1","-"
"3205002081","Porto Canoa - Serra (ES)","Total","Total","487","402","74","13","12","1"
"3205002082","Santo Antônio - Serra (ES)","Total","Total","496","92","9","2","7","6"
"3205002083","Barro Branco - Serra (ES)","Total","Total","215","42","1","1","14","-"
"3205002084","Pitanga - Serra (ES)","Total","Total","353","105","13","4","2","5"
"3205002085","Parque Residencial Mestre Álvaro - Serra (ES)","Total","Total","404","106","13","1","2","2"
"3205002086","Nova Carapina I - Serra (ES)","Total","Total","2316","494","57","5","12","8"
"3205002087","Nova Carapina II - Serra (ES)","Total","Total","1766","346","48","7","3","3"
"3205002088","Cidade Pomar - Serra (ES)","Total","Total","1409","145","14","-","13","2"
"3205002089","Eldorado - Serra (ES)","Total","Total","1787","520","65","12","19","5"
"3205002090","Novo Porto Canoa - Serra (ES)","Total","Total","1054","276","32","6","2","1"
