"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência (Pessoas)"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2010"
"Cód.","Município","Total","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"3148202","Patrocínio do Muriaé (MG)","2434","808","214","581","44","120","6","661"
"3148301","Paula Cândido (MG)","3861","1362","239","1301","26","208","59","666"
"3148400","Paulistas (MG)","2215","270","113","935","122","434","11","329"
"3148509","Pavão (MG)","3140","723","209","1131","193","379","27","478"
"3148608","Peçanha (MG)","7465","1109","640","2690","155","1200","214","1457"
"3148707","Pedra Azul (MG)","7743","1996","571","3432","81","421","30","1211"
"3148756","Pedra Bonita (MG)","3498","38","299","993","390","590","12","1175"
"3148806","Pedra do Anta (MG)","1459","150","173","573","51","223","8","280"
"3148905","Pedra do Indaiá (MG)","2234","537","218","505","131","167","32","643"
"3149002","Pedra Dourada (MG)","951","97","74","458","6","162","6","147"
"3149101","Pedralva (MG)","5193","1426","380","1327","70","197","80","1713"
"3149150","Pedras de Maria da Cruz (MG)","3566","679","305","1172","89","514","-","807"
"3149200","Pedrinópolis (MG)","1674","509","221","519","10","9","27","380"
"3149309","Pedro Leopoldo (MG)","27906","16237","1507","4239","162","171","488","5102"
"3149408","Pedro Teixeira (MG)","704","100","156","180","17","38","-","213"
"3149507","Pequeri (MG)","1526","718","148","336","6","18","14","285"
"3149606","Pequi (MG)","2041","525","311","813","7","35","16","334"
"3149705","Perdigão (MG)","5290","2319","273","1471","19","6","223","979"
"3149804","Perdizes (MG)","7349","3141","662","1771","67","177","141","1389"
"3149903","Perdões (MG)","9131","3991","584","1939","194","149","93","2180"
"3149952","Periquito (MG)","2247","941","281","565","32","185","8","235"
"3150000","Pescador (MG)","1331","173","208","590","37","64","23","237"
"3150109","Piau (MG)","1339","287","114","402","10","86","13","428"
"3150158","Piedade de Caratinga (MG)","3188","534","150","1391","50","65","29","968"
"3150208","Piedade de Ponte Nova (MG)","1550","801","200","305","9","7","8","221"
"3150307","Piedade do Rio Grande (MG)","2118","449","246","568","31","382","19","423"
"3150406","Piedade dos Gerais (MG)","2257","165","219","606","71","376","12","809"
"3150505","Pimenta (MG)","4431","1053","387","1471","83","96","94","1246"
"3150539","Pingo-d'Água (MG)","1616","583","272","324","17","137","10","273"
"3150570","Pintópolis (MG)","2594","426","224","490","100","676","-","678"
"3150604","Piracema (MG)","2801","715","233","963","20","170","19","681"
"3150703","Pirajuba (MG)","2178","1200","151","345","25","21","3","433"
"3150802","Piranga (MG)","6123","1236","309","2544","123","696","14","1202"
"3150901","Piranguçu (MG)","2435","887","83","602","28","161","28","647"
"3151008","Piranguinho (MG)","3692","1691","268","714","55","111","70","782"
"3151107","Pirapetinga (MG)","4560","1997","331","1212","15","43","77","885"
"3151206","Pirapora (MG)","23283","10867","2484","4962","294","368","255","4054"
"3151305","Piraúba (MG)","5407","2348","255","1312","58","82","73","1280"
"3151404","Pitangui (MG)","12331","5941","749","3105","172","129","228","2008"
"3151503","Piumhi (MG)","17122","6849","970","4057","189","129","432","4496"
"3151602","Planura (MG)","5111","2930","165","1111","34","71","63","736"
"3151701","Poço Fundo (MG)","8673","1580","536","2324","191","326","260","3455"
"3151800","Poços de Caldas (MG)","79726","49547","1522","8912","563","431","1969","16783"
"3151909","Pocrane (MG)","3819","377","234","1575","266","326","27","1015"
"3152006","Pompéu (MG)","13982","5071","1350","4743","165","171","253","2228"
"3152105","Ponte Nova (MG)","26349","13751","2345","3874","278","371","707","5023"
"3152131","Ponto Chique (MG)","1843","149","287","661","73","235","9","429"
"3152170","Ponto dos Volantes (MG)","4477","474","368","1263","206","1364","14","787"
"3152204","Porteirinha (MG)","16232","2795","760","6399","459","2545","252","3021"
"3152303","Porto Firme (MG)","4564","1057","324","1611","15","862","7","687"
"3152402","Poté (MG)","6284","796","378","2126","116","1309","42","1518"
"3152501","Pouso Alegre (MG)","67524","38926","3309","7568","535","413","1979","14793"
"3152600","Pouso Alto (MG)","2904","1079","148","679","70","165","66","697"
"3152709","Prados (MG)","3672","1386","207","937","15","129","52","946"
"3152808","Prata (MG)","13320","6315","478","2960","334","351","247","2634"
"3152907","Pratápolis (MG)","3979","1895","146","900","68","232","68","670"
"3153004","Pratinha (MG)","1557","394","102","236","28","227","6","564"
"3153103","Presidente Bernardes (MG)","2307","218","315","943","3","264","22","541"
"3153202","Presidente Juscelino (MG)","1701","475","54","656","69","202","12","232"
"3153301","Presidente Kubitschek (MG)","913","244","224","167","34","100","5","140"
"3153400","Presidente Olegário (MG)","8975","3502","663","2017","252","648","118","1775"
"3153509","Alto Jequitibá (MG)","4341","539","283","1899","117","159","86","1257"
"3153608","Prudente de Morais (MG)","4147","2414","299","769","4","63","26","573"
"3153707","Quartel Geral (MG)","1353","577","173","334","32","31","13","193"
"3153806","Queluzito (MG)","739","181","74","191","2","31","7","252"
"3153905","Raposos (MG)","6437","4444","221","836","26","27","23","861"
"3154002","Raul Soares (MG)","10550","2191","620","3759","200","1012","156","2611"
"3154101","Recreio (MG)","3833","1439","310","1038","43","29","55","919"
"3154150","Reduto (MG)","3103","704","208","1346","84","203","38","519"
"3154200","Resende Costa (MG)","6010","1364","243","2050","128","212","74","1940"
"3154309","Resplendor (MG)","6306","2077","350","1722","134","356","79","1590"
"3154408","Ressaquinha (MG)","2071","542","189","439","74","164","26","638"
"3154457","Riachinho (MG)","3153","329","324","1140","108","509","4","739"
"3154507","Riacho dos Machados (MG)","3818","873","299","1152","151","841","38","464"
"3154606","Ribeirão das Neves (MG)","137193","84459","5646","21032","1137","951","674","23294"
"3154705","Ribeirão Vermelho (MG)","1667","870","159","296","25","44","31","243"
"3154804","Rio Acima (MG)","4380","2358","183","1041","25","213","48","513"
"3154903","Rio Casca (MG)","5674","2582","544","1461","54","133","96","804"
"3155009","Rio Doce (MG)","1030","273","136","297","30","102","13","179"
"3155108","Rio do Prado (MG)","1816","159","297","505","71","381","14","388"
"3155207","Rio Espera (MG)","2317","197","195","806","78","509","-","533"
"3155306","Rio Manso (MG)","2834","487","335","727","62","265","26","932"
"3155405","Rio Novo (MG)","3695","1559","223","932","47","70","64","800"
"3155504","Rio Paranaíba (MG)","6270","2168","485","1568","180","194","89","1587"
"3155603","Rio Pardo de Minas (MG)","12947","2155","1192","3223","728","1701","104","3844"
"3155702","Rio Piracicaba (MG)","6008","2506","406","1411","165","322","125","1073"
"3155801","Rio Pomba (MG)","7946","3252","422","1959","56","209","269","1779"
"3155900","Rio Preto (MG)","2126","622","268","671","24","68","11","461"
"3156007","Rio Vermelho (MG)","5374","506","428","2176","196","811","51","1205"
"3156106","Ritápolis (MG)","1867","711","160","465","12","133","6","380"
"3156205","Rochedo de Minas (MG)","1168","269","149","399","16","54","30","251"
"3156304","Rodeiro (MG)","3607","2221","155","501","25","51","82","573"
"3156403","Romaria (MG)","1705","706","254","337","38","41","-","329"
"3156452","Rosário da Limeira (MG)","1965","469","266","645","9","80","39","456"
"3156502","Rubelita (MG)","2559","307","432","569","57","618","-","575"
"3156601","Rubim (MG)","3923","569","335","1556","160","382","28","894"
"3156700","Sabará (MG)","58578","37559","2580","7398","403","260","449","9929"
"3156809","Sabinópolis (MG)","7319","1325","678","2794","111","1120","81","1210"
"3156908","Sacramento (MG)","13359","6886","279","2881","203","152","359","2600"
"3157005","Salinas (MG)","17893","4732","1762","5066","364","2031","232","3706"
"3157104","Salto da Divisa (MG)","2168","640","85","926","25","61","11","420"
"3157203","Santa Bárbara (MG)","12250","6324","532","2252","256","748","103","2036"
"3157252","Santa Bárbara do Leste (MG)","3588","365","199","1513","117","331","85","978"
"3157278","Santa Bárbara do Monte Verde (MG)","905","278","180","210","3","39","-","196"
"3157302","Santa Bárbara do Tugúrio (MG)","1893","252","187","402","56","195","165","637"
"3157336","Santa Cruz de Minas (MG)","3531","1481","245","807","33","20","109","835"
"3157377","Santa Cruz de Salinas (MG)","2051","186","179","382","44","1031","-","229"
"3157401","Santa Cruz do Escalvado (MG)","1984","522","148","647","21","274","23","349"
"3157500","Santa Efigênia de Minas (MG)","1534","184","199","554","29","210","6","354"
"3157609","Santa Fé de Minas (MG)","1784","163","273","590","193","265","9","291"
"3157658","Santa Helena de Minas (MG)","2004","177","239","563","80","437","3","504"
"3157708","Santa Juliana (MG)","5708","2868","300","1251","-","34","53","1202"
"3157807","Santa Luzia (MG)","93699","58873","4055","14798","547","361","547","14519"
"3157906","Santa Margarida (MG)","5943","500","364","3160","89","187","50","1593"
"3158003","Santa Maria de Itabira (MG)","4114","2121","303","835","47","291","27","490"
"3158102","Santa Maria do Salto (MG)","2444","298","270","827","141","440","43","425"
"3158201","Santa Maria do Suaçuí (MG)","5722","715","486","2511","70","337","125","1477"
"3158300","Santana da Vargem (MG)","3826","1937","340","850","57","17","53","571"
"3158409","Santana de Cataguases (MG)","1502","371","183","476","-","28","11","433"
"3158508","Santana de Pirapama (MG)","3565","337","381","1107","217","264","11","1248"
"3158607","Santana do Deserto (MG)","1509","940","56","168","7","13","11","314"
"3158706","Santana do Garambéu (MG)","946","162","133","197","54","157","13","231"
"3158805","Santana do Jacaré (MG)","2101","725","150","984","13","14","17","199"
"3158904","Santana do Manhuaçu (MG)","4133","488","274","1582","190","476","40","1082"
"3158953","Santana do Paraíso (MG)","11864","6166","649","2387","220","510","167","1765"
"3159001","Santana do Riacho (MG)","1666","453","182","387","28","77","37","501"
"3159100","Santana dos Montes (MG)","1815","254","186","624","56","387","9","299"
"3159209","Santa Rita de Caldas (MG)","5021","1143","84","1597","189","52","33","1924"
"3159308","Santa Rita de Jacutinga (MG)","2439","670","111","780","50","241","40","547"
"3159357","Santa Rita de Minas (MG)","2661","808","279","927","122","53","4","467"
"3159407","Santa Rita de Ibitipoca (MG)","1382","201","189","529","40","71","11","341"
"3159506","Santa Rita do Itueto (MG)","2474","240","84","1109","89","238","9","703"
"3159605","Santa Rita do Sapucaí (MG)","19242","12212","432","3032","423","182","369","2593"
"3159704","Santa Rosa da Serra (MG)","1806","416","146","681","16","59","20","469"
"3159803","Santa Vitória (MG)","9327","3631","1123","2499","104","173","293","1505"
"3159902","Santo Antônio do Amparo (MG)","7710","4305","302","1761","42","52","114","1135"
"3160009","Santo Antônio do Aventureiro (MG)","1633","445","109","451","34","41","17","535"
"3160108","Santo Antônio do Grama (MG)","1729","499","224","582","38","140","12","233"
"3160207","Santo Antônio do Itambé (MG)","1626","170","218","451","41","502","9","234"
"3160306","Santo Antônio do Jacinto (MG)","5072","415","339","1777","213","1411","47","871"
"3160405","Santo Antônio do Monte (MG)","14584","5270","690","4466","106","367","219","3467"
"3160454","Santo Antônio do Retiro (MG)","1970","106","98","538","68","678","3","477"
"3160504","Santo Antônio do Rio Abaixo (MG)","731","55","100","295","8","106","-","167"
"3160603","Santo Hipólito (MG)","1232","464","136","394","3","40","13","181"
"3160702","Santos Dumont (MG)","17027","9397","897","2850","74","207","356","3246"
"3160801","São Bento Abade (MG)","2399","1323","104","544","23","86","38","282"
"3160900","São Brás do Suaçuí (MG)","1241","536","86","427","4","18","3","168"
"3160959","São Domingos das Dores (MG)","1883","368","176","735","13","73","15","502"
"3161007","São Domingos do Prata (MG)","7793","2630","457","2222","73","595","94","1722"
"3161056","São Félix de Minas (MG)","1290","113","140","646","34","184","-","173"
"3161106","São Francisco (MG)","21125","2962","2043","7213","740","2990","191","4986"
"3161205","São Francisco de Paula (MG)","3272","1473","163","1075","8","48","4","501"
"3161304","São Francisco de Sales (MG)","2609","1562","37","456","17","38","28","471"
"3161403","São Francisco do Glória (MG)","2388","319","226","917","77","203","94","552"
"3161502","São Geraldo (MG)","4554","2348","223","803","11","155","41","973"
"3161601","São Geraldo da Piedade (MG)","1739","198","175","616","66","182","37","464"
"3161650","São Geraldo do Baixio (MG)","1353","193","222","544","13","94","5","282"
"3161700","São Gonçalo do Abaeté (MG)","2674","844","349","849","34","75","49","474"
"3161809","São Gonçalo do Pará (MG)","5566","2698","261","1493","88","50","51","925"
"3161908","São Gonçalo do Rio Abaixo (MG)","3974","1561","525","1089","20","191","54","535"
"3162005","São Gonçalo do Sapucaí (MG)","11082","5477","449","2212","140","116","121","2567"
"3162104","São Gotardo (MG)","16567","8317","729","3712","98","266","250","3194"
"3162203","São João Batista do Glória (MG)","3300","1423","310","807","33","62","74","592"
"3162252","São João da Lagoa (MG)","2207","224","124","752","19","576","9","502"
"3162302","São João da Mata (MG)","1360","229","116","566","3","46","3","398"
"3162401","São João da Ponte (MG)","10649","1586","685","3069","601","2858","-","1851"
"3162450","São João das Missões (MG)","3790","422","445","1121","226","1136","-","440"
"3162500","São João del Rei (MG)","37252","17662","3767","5343","486","692","1174","8128"
"3162559","São João do Manhuaçu (MG)","5140","794","343","1591","261","59","12","2080"
"3162575","São João do Manteninha (MG)","1954","543","136","672","6","36","53","509"
"3162609","São João do Oriente (MG)","3107","608","362","1320","5","54","58","700"
"3162658","São João do Pacuí (MG)","1763","71","135","873","132","193","-","359"
"3162708","São João do Paraíso (MG)","11150","2661","860","3033","537","2085","44","1929"
"3162807","São João Evangelista (MG)","5902","1224","541","2600","39","594","92","812"
"3162906","São João Nepomuceno (MG)","12608","6722","224","2552","25","75","408","2602"
"3162922","São Joaquim de Bicas (MG)","10547","4999","804","2384","217","328","62","1753"
"3162948","São José da Barra (MG)","3066","1535","132","788","2","28","20","561"
"3162955","São José da Lapa (MG)","9079","5554","660","1183","53","34","138","1456"
"3163003","São José da Safira (MG)","1669","122","154","537","13","96","4","743"
"3163102","São José da Varginha (MG)","2113","668","328","605","84","31","17","380"
