"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Município","Situação do domicílio","Grupo de idade","Ano x Condição de atividade x Sexo"
"Cód.","Município","Situação do domicílio","Grupo de idade","2010"
"Cód.","Município","Situação do domicílio","Grupo de idade","Economicamente ativa"
"Cód.","Município","Situação do domicílio","Grupo de idade","Total"
"3166204","Senhora dos Remédios (MG)","Total","Total","5526"
"3166303","Sericita (MG)","Total","Total","3416"
"3166402","Seritinga (MG)","Total","Total","923"
"3166501","Serra Azul de Minas (MG)","Total","Total","1362"
"3166600","Serra da Saudade (MG)","Total","Total","402"
"3166709","Serra dos Aimorés (MG)","Total","Total","3667"
"3166808","Serra do Salitre (MG)","Total","Total","5871"
"3166907","Serrania (MG)","Total","Total","3489"
"3166956","Serranópolis de Minas (MG)","Total","Total","2059"
"3167004","Serranos (MG)","Total","Total","831"
"3167103","Serro (MG)","Total","Total","9774"
"3167202","Sete Lagoas (MG)","Total","Total","117399"
"3167301","Silveirânia (MG)","Total","Total","945"
"3167400","Silvianópolis (MG)","Total","Total","3213"
"3167509","Simão Pereira (MG)","Total","Total","1069"
"3167608","Simonésia (MG)","Total","Total","9730"
"3167707","Sobrália (MG)","Total","Total","2385"
"3167806","Soledade de Minas (MG)","Total","Total","2850"
"3167905","Tabuleiro (MG)","Total","Total","1854"
"3168002","Taiobeiras (MG)","Total","Total","15250"
"3168051","Taparuba (MG)","Total","Total","1347"
"3168101","Tapira (MG)","Total","Total","2324"
"3168200","Tapiraí (MG)","Total","Total","983"
"3168309","Taquaraçu de Minas (MG)","Total","Total","2014"
"3168408","Tarumirim (MG)","Total","Total","5724"
"3168507","Teixeiras (MG)","Total","Total","5051"
"3168606","Teófilo Otoni (MG)","Total","Total","61282"
"3168705","Timóteo (MG)","Total","Total","39655"
"3168804","Tiradentes (MG)","Total","Total","3801"
"3168903","Tiros (MG)","Total","Total","3575"
"3169000","Tocantins (MG)","Total","Total","7973"
"3169059","Tocos do Moji (MG)","Total","Total","2550"
"3169109","Toledo (MG)","Total","Total","3200"
"3169208","Tombos (MG)","Total","Total","4483"
"3169307","Três Corações (MG)","Total","Total","36890"
"3169356","Três Marias (MG)","Total","Total","13985"
"3169406","Três Pontas (MG)","Total","Total","28963"
"3169505","Tumiritinga (MG)","Total","Total","2871"
"3169604","Tupaciguara (MG)","Total","Total","12538"
"3169703","Turmalina (MG)","Total","Total","9325"
"3169802","Turvolândia (MG)","Total","Total","2698"
"3169901","Ubá (MG)","Total","Total","51097"
"3170008","Ubaí (MG)","Total","Total","5265"
"3170057","Ubaporanga (MG)","Total","Total","5490"
"3170107","Uberaba (MG)","Total","Total","162877"
"3170206","Uberlândia (MG)","Total","Total","337105"
"3170305","Umburatiba (MG)","Total","Total","1084"
"3170404","Unaí (MG)","Total","Total","42539"
"3170438","União de Minas (MG)","Total","Total","2190"
"3170479","Uruana de Minas (MG)","Total","Total","1323"
"3170503","Urucânia (MG)","Total","Total","4790"
"3170529","Urucuia (MG)","Total","Total","5451"
"3170578","Vargem Alegre (MG)","Total","Total","2524"
"3170602","Vargem Bonita (MG)","Total","Total","1159"
"3170651","Vargem Grande do Rio Pardo (MG)","Total","Total","2475"
"3170701","Varginha (MG)","Total","Total","66032"
"3170750","Varjão de Minas (MG)","Total","Total","3211"
"3170800","Várzea da Palma (MG)","Total","Total","16370"
"3170909","Varzelândia (MG)","Total","Total","8163"
"3171006","Vazante (MG)","Total","Total","10591"
"3171030","Verdelândia (MG)","Total","Total","3232"
"3171071","Veredinha (MG)","Total","Total","3139"
"3171105","Veríssimo (MG)","Total","Total","1698"
"3171154","Vermelho Novo (MG)","Total","Total","2139"
"3171204","Vespasiano (MG)","Total","Total","52747"
"3171303","Viçosa (MG)","Total","Total","38081"
"3171402","Vieiras (MG)","Total","Total","1526"
"3171501","Mathias Lobato (MG)","Total","Total","1078"
"3171600","Virgem da Lapa (MG)","Total","Total","6116"
"3171709","Virgínia (MG)","Total","Total","3956"
"3171808","Virginópolis (MG)","Total","Total","4613"
"3171907","Virgolândia (MG)","Total","Total","2547"
"3172004","Visconde do Rio Branco (MG)","Total","Total","19125"
"3172103","Volta Grande (MG)","Total","Total","2139"
"3172202","Wenceslau Braz (MG)","Total","Total","1033"
"3200102","Afonso Cláudio (ES)","Total","Total","17311"
"3200136","Águia Branca (ES)","Total","Total","5680"
"3200169","Água Doce do Norte (ES)","Total","Total","5291"
"3200201","Alegre (ES)","Total","Total","15867"
"3200300","Alfredo Chaves (ES)","Total","Total","8121"
"3200359","Alto Rio Novo (ES)","Total","Total","3257"
"3200409","Anchieta (ES)","Total","Total","12636"
"3200508","Apiacá (ES)","Total","Total","3616"
"3200607","Aracruz (ES)","Total","Total","42923"
"3200706","Atílio Vivácqua (ES)","Total","Total","4788"
"3200805","Baixo Guandu (ES)","Total","Total","14311"
"3200904","Barra de São Francisco (ES)","Total","Total","19886"
"3201001","Boa Esperança (ES)","Total","Total","7732"
"3201100","Bom Jesus do Norte (ES)","Total","Total","4373"
"3201159","Brejetuba (ES)","Total","Total","7007"
"3201209","Cachoeiro de Itapemirim (ES)","Total","Total","95456"
"3201308","Cariacica (ES)","Total","Total","172676"
"3201407","Castelo (ES)","Total","Total","19514"
"3201506","Colatina (ES)","Total","Total","61722"
"3201605","Conceição da Barra (ES)","Total","Total","13109"
"3201704","Conceição do Castelo (ES)","Total","Total","6683"
"3201803","Divino de São Lourenço (ES)","Total","Total","2397"
"3201902","Domingos Martins (ES)","Total","Total","20329"
"3202009","Dores do Rio Preto (ES)","Total","Total","3093"
"3202108","Ecoporanga (ES)","Total","Total","11000"
"3202207","Fundão (ES)","Total","Total","8630"
"3202256","Governador Lindenberg (ES)","Total","Total","5583"
"3202306","Guaçuí (ES)","Total","Total","14106"
"3202405","Guarapari (ES)","Total","Total","52423"
"3202454","Ibatiba (ES)","Total","Total","11633"
"3202504","Ibiraçu (ES)","Total","Total","5794"
"3202553","Ibitirama (ES)","Total","Total","4727"
"3202603","Iconha (ES)","Total","Total","7430"
"3202652","Irupi (ES)","Total","Total","6637"
"3202702","Itaguaçu (ES)","Total","Total","8127"
"3202801","Itapemirim (ES)","Total","Total","13169"
"3202900","Itarana (ES)","Total","Total","6891"
"3203007","Iúna (ES)","Total","Total","14242"
"3203056","Jaguaré (ES)","Total","Total","13306"
"3203106","Jerônimo Monteiro (ES)","Total","Total","4925"
"3203130","João Neiva (ES)","Total","Total","7522"
"3203163","Laranja da Terra (ES)","Total","Total","5835"
"3203205","Linhares (ES)","Total","Total","75133"
"3203304","Mantenópolis (ES)","Total","Total","6079"
"3203320","Marataízes (ES)","Total","Total","14899"
"3203346","Marechal Floriano (ES)","Total","Total","7991"
"3203353","Marilândia (ES)","Total","Total","6247"
"3203403","Mimoso do Sul (ES)","Total","Total","13628"
"3203502","Montanha (ES)","Total","Total","9068"
"3203601","Mucurici (ES)","Total","Total","2634"
"3203700","Muniz Freire (ES)","Total","Total","9218"
"3203809","Muqui (ES)","Total","Total","7053"
"3203908","Nova Venécia (ES)","Total","Total","25149"
"3204005","Pancas (ES)","Total","Total","9899"
"3204054","Pedro Canário (ES)","Total","Total","11194"
"3204104","Pinheiros (ES)","Total","Total","12280"
"3204203","Piúma (ES)","Total","Total","9111"
"3204252","Ponto Belo (ES)","Total","Total","2735"
"3204302","Presidente Kennedy (ES)","Total","Total","4618"
"3204351","Rio Bananal (ES)","Total","Total","9780"
"3204401","Rio Novo do Sul (ES)","Total","Total","5633"
"3204500","Santa Leopoldina (ES)","Total","Total","6096"
"3204559","Santa Maria de Jetibá (ES)","Total","Total","21934"
"3204609","Santa Teresa (ES)","Total","Total","12786"
"3204658","São Domingos do Norte (ES)","Total","Total","4145"
"3204708","São Gabriel da Palha (ES)","Total","Total","17596"
"3204807","São José do Calçado (ES)","Total","Total","5020"
"3204906","São Mateus (ES)","Total","Total","56094"
"3204955","São Roque do Canaã (ES)","Total","Total","6061"
"3205002","Serra (ES)","Total","Total","209491"
"3205010","Sooretama (ES)","Total","Total","11857"
"3205036","Vargem Alta (ES)","Total","Total","10454"
"3205069","Venda Nova do Imigrante (ES)","Total","Total","11479"
"3205101","Viana (ES)","Total","Total","30541"
"3205150","Vila Pavão (ES)","Total","Total","5539"
"3205176","Vila Valério (ES)","Total","Total","7693"
"3205200","Vila Velha (ES)","Total","Total","220530"
"3205309","Vitória (ES)","Total","Total","178008"
"3300100","Angra dos Reis (RJ)","Total","Total","83070"
"3300159","Aperibé (RJ)","Total","Total","4967"
"3300209","Araruama (RJ)","Total","Total","51420"
"3300225","Areal (RJ)","Total","Total","5609"
"3300233","Armação dos Búzios (RJ)","Total","Total","14454"
"3300258","Arraial do Cabo (RJ)","Total","Total","14070"
"3300308","Barra do Piraí (RJ)","Total","Total","45189"
"3300407","Barra Mansa (RJ)","Total","Total","86317"
"3300456","Belford Roxo (RJ)","Total","Total","213611"
"3300506","Bom Jardim (RJ)","Total","Total","13171"
"3300605","Bom Jesus do Itabapoana (RJ)","Total","Total","16637"
"3300704","Cabo Frio (RJ)","Total","Total","93620"
"3300803","Cachoeiras de Macacu (RJ)","Total","Total","26780"
"3300902","Cambuci (RJ)","Total","Total","6859"
"3300936","Carapebus (RJ)","Total","Total","6919"
"3300951","Comendador Levy Gasparian (RJ)","Total","Total","4062"
"3301009","Campos dos Goytacazes (RJ)","Total","Total","208602"
"3301108","Cantagalo (RJ)","Total","Total","10275"
"3301157","Cardoso Moreira (RJ)","Total","Total","5244"
"3301207","Carmo (RJ)","Total","Total","8064"
"3301306","Casimiro de Abreu (RJ)","Total","Total","18776"
"3301405","Conceição de Macabu (RJ)","Total","Total","10742"
"3301504","Cordeiro (RJ)","Total","Total","10398"
"3301603","Duas Barras (RJ)","Total","Total","5970"
"3301702","Duque de Caxias (RJ)","Total","Total","403018"
"3301801","Engenheiro Paulo de Frontin (RJ)","Total","Total","6171"
"3301850","Guapimirim (RJ)","Total","Total","25266"
"3301876","Iguaba Grande (RJ)","Total","Total","10147"
"3301900","Itaboraí (RJ)","Total","Total","107392"
"3302007","Itaguaí (RJ)","Total","Total","51953"
"3302056","Italva (RJ)","Total","Total","6695"
"3302106","Itaocara (RJ)","Total","Total","11548"
"3302205","Itaperuna (RJ)","Total","Total","47266"
"3302254","Itatiaia (RJ)","Total","Total","14783"
"3302270","Japeri (RJ)","Total","Total","38773"
"3302304","Laje do Muriaé (RJ)","Total","Total","3503"
"3302403","Macaé (RJ)","Total","Total","111149"
"3302452","Macuco (RJ)","Total","Total","2304"
"3302502","Magé (RJ)","Total","Total","103056"
"3302601","Mangaratiba (RJ)","Total","Total","17906"
"3302700","Maricá (RJ)","Total","Total","61529"
"3302809","Mendes (RJ)","Total","Total","8835"
"3302858","Mesquita (RJ)","Total","Total","79548"
"3302908","Miguel Pereira (RJ)","Total","Total","12115"
"3303005","Miracema (RJ)","Total","Total","13173"
"3303104","Natividade (RJ)","Total","Total","7057"
"3303203","Nilópolis (RJ)","Total","Total","73300"
"3303302","Niterói (RJ)","Total","Total","251402"
"3303401","Nova Friburgo (RJ)","Total","Total","99366"
"3303500","Nova Iguaçu (RJ)","Total","Total","365064"
"3303609","Paracambi (RJ)","Total","Total","19645"
"3303708","Paraíba do Sul (RJ)","Total","Total","18877"
"3303807","Paraty (RJ)","Total","Total","19504"
"3303856","Paty do Alferes (RJ)","Total","Total","13548"
"3303906","Petrópolis (RJ)","Total","Total","151519"
"3303955","Pinheiral (RJ)","Total","Total","9434"
"3304003","Piraí (RJ)","Total","Total","11898"
"3304102","Porciúncula (RJ)","Total","Total","8302"
"3304110","Porto Real (RJ)","Total","Total","8785"
"3304128","Quatis (RJ)","Total","Total","6172"
"3304144","Queimados (RJ)","Total","Total","61402"
"3304151","Quissamã (RJ)","Total","Total","9753"
"3304201","Resende (RJ)","Total","Total","62391"
"3304300","Rio Bonito (RJ)","Total","Total","26572"
"3304409","Rio Claro (RJ)","Total","Total","8196"
"3304508","Rio das Flores (RJ)","Total","Total","4071"
"3304524","Rio das Ostras (RJ)","Total","Total","55102"
"3304557","Rio de Janeiro (RJ)","Total","Total","3152146"
"3304607","Santa Maria Madalena (RJ)","Total","Total","4892"
"3304706","Santo Antônio de Pádua (RJ)","Total","Total","20299"
"3304755","São Francisco de Itabapoana (RJ)","Total","Total","17632"
"3304805","São Fidélis (RJ)","Total","Total","16597"
"3304904","São Gonçalo (RJ)","Total","Total","497684"
"3305000","São João da Barra (RJ)","Total","Total","15610"
"3305109","São João de Meriti (RJ)","Total","Total","219249"
"3305133","São José de Ubá (RJ)","Total","Total","3343"
"3305158","São José do Vale do Rio Preto (RJ)","Total","Total","10939"
"3305208","São Pedro da Aldeia (RJ)","Total","Total","42098"
"3305307","São Sebastião do Alto (RJ)","Total","Total","3967"
"3305406","Sapucaia (RJ)","Total","Total","7826"
"3305505","Saquarema (RJ)","Total","Total","34528"
"3305554","Seropédica (RJ)","Total","Total","37182"
"3305604","Silva Jardim (RJ)","Total","Total","9875"
"3305703","Sumidouro (RJ)","Total","Total","8985"
"3305752","Tanguá (RJ)","Total","Total","13904"
"3305802","Teresópolis (RJ)","Total","Total","82208"
"3305901","Trajano de Moraes (RJ)","Total","Total","4795"
"3306008","Três Rios (RJ)","Total","Total","36092"
"3306107","Valença (RJ)","Total","Total","34979"
"3306156","Varre-Sai (RJ)","Total","Total","4845"
"3306206","Vassouras (RJ)","Total","Total","16673"
"3306305","Volta Redonda (RJ)","Total","Total","126065"
"3500105","Adamantina (SP)","Total","Total","17855"
"3500204","Adolfo (SP)","Total","Total","1798"
"3500303","Aguaí (SP)","Total","Total","16167"
"3500402","Águas da Prata (SP)","Total","Total","3980"
"3500501","Águas de Lindóia (SP)","Total","Total","9005"
"3500550","Águas de Santa Bárbara (SP)","Total","Total","2675"
"3500600","Águas de São Pedro (SP)","Total","Total","1405"
"3500709","Agudos (SP)","Total","Total","17892"
"3500758","Alambari (SP)","Total","Total","2326"
"3500808","Alfredo Marcondes (SP)","Total","Total","1896"
"3500907","Altair (SP)","Total","Total","1838"
"3501004","Altinópolis (SP)","Total","Total","8254"
"3501103","Alto Alegre (SP)","Total","Total","2152"
"3501152","Alumínio (SP)","Total","Total","8021"
"3501202","Álvares Florence (SP)","Total","Total","1892"
"3501301","Álvares Machado (SP)","Total","Total","12175"
"3501400","Álvaro de Carvalho (SP)","Total","Total","1569"
"3501509","Alvinlândia (SP)","Total","Total","1398"
"3501608","Americana (SP)","Total","Total","119201"
"3501707","Américo Brasiliense (SP)","Total","Total","18579"
"3501806","Américo de Campos (SP)","Total","Total","2886"
"3501905","Amparo (SP)","Total","Total","37419"
"3502002","Analândia (SP)","Total","Total","2381"
"3502101","Andradina (SP)","Total","Total","28493"
"3502200","Angatuba (SP)","Total","Total","11104"
"3502309","Anhembi (SP)","Total","Total","2571"
"3502408","Anhumas (SP)","Total","Total","1833"
"3502507","Aparecida (SP)","Total","Total","19411"
"3502606","Aparecida d'Oeste (SP)","Total","Total","1950"
"3502705","Apiaí (SP)","Total","Total","11101"
"3502754","Araçariguama (SP)","Total","Total","8730"
"3502804","Araçatuba (SP)","Total","Total","96782"
"3502903","Araçoiaba da Serra (SP)","Total","Total","13730"
"3503000","Aramina (SP)","Total","Total","2513"
"3503109","Arandu (SP)","Total","Total","2979"
"3503158","Arapeí (SP)","Total","Total","1077"
"3503208","Araraquara (SP)","Total","Total","115042"
"3503307","Araras (SP)","Total","Total","62926"
"3503356","Arco-Íris (SP)","Total","Total","985"
"3503406","Arealva (SP)","Total","Total","4174"
"3503505","Areias (SP)","Total","Total","1612"
"3503604","Areiópolis (SP)","Total","Total","5474"
"3503703","Ariranha (SP)","Total","Total","4513"
"3503802","Artur Nogueira (SP)","Total","Total","25135"
"3503901","Arujá (SP)","Total","Total","37453"
"3503950","Aspásia (SP)","Total","Total","934"
"3504008","Assis (SP)","Total","Total","49873"
"3504107","Atibaia (SP)","Total","Total","66693"
"3504206","Auriflama (SP)","Total","Total","8143"
"3504305","Avaí (SP)","Total","Total","2255"
"3504404","Avanhandava (SP)","Total","Total","4695"
"3504503","Avaré (SP)","Total","Total","42691"
"3504602","Bady Bassitt (SP)","Total","Total","8337"
"3504701","Balbinos (SP)","Total","Total","1262"
"3504800","Bálsamo (SP)","Total","Total","4389"
"3504909","Bananal (SP)","Total","Total","4982"
"3505005","Barão de Antonina (SP)","Total","Total","1597"
"3505104","Barbosa (SP)","Total","Total","2908"
"3505203","Bariri (SP)","Total","Total","16559"
"3505302","Barra Bonita (SP)","Total","Total","19375"
"3505351","Barra do Chapéu (SP)","Total","Total","2313"
"3505401","Barra do Turvo (SP)","Total","Total","3033"
"3505500","Barretos (SP)","Total","Total","60442"
"3505609","Barrinha (SP)","Total","Total","14773"
"3505708","Barueri (SP)","Total","Total","125594"
"3505807","Bastos (SP)","Total","Total","10703"
"3505906","Batatais (SP)","Total","Total","29611"
"3506003","Bauru (SP)","Total","Total","185226"
