"Tabela 3603 - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, exclusive as pessoas cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou seu parente, por local de exercício do trabalho principal, segundo a situação do domicílio e as classes de rendimento nominal mensal domiciliar per capita"
"Variável - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, cuja condição no domicílio não era pensionista, nem empregado(a) doméstico(a) ou seu parente (Pessoas)"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Ano x Local de exercício do trabalho principal x Situação do domicílio"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","2010"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Município de residência","Município de residência - no domicílio de residência","Município de residência - fora do domicílio de residência","Outro município","País estrangeiro","Mais de um município ou país"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Total","Total","Total","Total","Total","Total"
"3528205","Macedônia (SP)","Total","1981","1480","605","875","485","-","16"
"3528304","Magda (SP)","Total","1488","1227","191","1036","261","-","-"
"3528403","Mairinque (SP)","Total","18627","13234","4591","8643","5267","-","127"
"3528502","Mairiporã (SP)","Total","37069","27770","8252","19518","9079","-","220"
"3528601","Manduri (SP)","Total","4727","3491","547","2944","1119","-","117"
"3528700","Marabá Paulista (SP)","Total","1612","1432","436","996","178","-","3"
"3528809","Maracaí (SP)","Total","6384","5485","1150","4335","782","-","117"
"3528858","Marapoama (SP)","Total","1326","1192","126","1066","129","-","5"
"3528908","Mariápolis (SP)","Total","1821","1047","399","648","759","-","16"
"3529005","Marília (SP)","Total","106324","100641","25623","75018","3871","29","1784"
"3529104","Marinópolis (SP)","Total","1045","907","202","705","115","-","22"
"3529203","Martinópolis (SP)","Total","10658","8587","2353","6233","1944","-","127"
"3529302","Matão (SP)","Total","36638","33702","5715","27986","2150","-","786"
"3529401","Mauá (SP)","Total","188472","103852","21911","81941","82665","6","1949"
"3529500","Mendonça (SP)","Total","2439","2156","628","1529","270","-","13"
"3529609","Meridiano (SP)","Total","1896","1435","386","1049","410","-","51"
"3529658","Mesópolis (SP)","Total","852","612","133","479","216","-","24"
"3529708","Miguelópolis (SP)","Total","9436","7292","1383","5910","2065","-","79"
"3529807","Mineiros do Tietê (SP)","Total","6188","3986","863","3123","1975","-","226"
"3529906","Miracatu (SP)","Total","7979","7396","1947","5449","550","-","34"
"3530003","Mira Estrela (SP)","Total","1306","1069","317","752","211","-","25"
"3530102","Mirandópolis (SP)","Total","11678","10576","2676","7901","996","-","105"
"3530201","Mirante do Paranapanema (SP)","Total","7398","6622","2859","3762","725","-","51"
"3530300","Mirassol (SP)","Total","26600","21274","4451","16824","4917","28","380"
"3530409","Mirassolândia (SP)","Total","2084","1322","404","918","715","-","47"
"3530508","Mococa (SP)","Total","30135","28111","4575","23536","1764","-","260"
"3530607","Mogi das Cruzes (SP)","Total","174117","140633","33978","106655","32094","17","1373"
"3530706","Mogi Guaçu (SP)","Total","65377","56268","12853","43415","8240","9","860"
"3530805","Mogi Mirim (SP)","Total","41105","35588","8139","27449","5074","-","443"
"3530904","Mombuca (SP)","Total","1266","897","160","737","365","-","4"
"3531001","Monções (SP)","Total","1067","969","206","763","88","-","10"
"3531100","Mongaguá (SP)","Total","17741","13938","3795","10142","3589","11","203"
"3531209","Monte Alegre do Sul (SP)","Total","3942","2880","1537","1343","998","-","63"
"3531308","Monte Alto (SP)","Total","24722","22969","3887","19082","1424","10","319"
"3531407","Monte Aprazível (SP)","Total","11416","10031","3775","6257","1335","-","50"
"3531506","Monte Azul Paulista (SP)","Total","9756","8287","1031","7256","963","3","502"
"3531605","Monte Castelo (SP)","Total","2034","1424","374","1050","580","-","30"
"3531704","Monteiro Lobato (SP)","Total","1984","1660","583","1077","308","-","16"
"3531803","Monte Mor (SP)","Total","23100","15541","3912","11629","7360","-","200"
"3531902","Morro Agudo (SP)","Total","13502","11611","1551","10060","1670","-","221"
"3532009","Morungaba (SP)","Total","5925","4868","1289","3579","1015","-","42"
"3532058","Motuca (SP)","Total","1506","987","96","891","477","-","42"
"3532108","Murutinga do Sul (SP)","Total","2048","1678","676","1001","354","3","14"
"3532157","Nantes (SP)","Total","1174","959","88","872","215","-","-"
"3532207","Narandiba (SP)","Total","1940","1661","80","1581","235","-","45"
"3532306","Natividade da Serra (SP)","Total","2771","2587","1024","1563","177","-","7"
"3532405","Nazaré Paulista (SP)","Total","6830","5991","1857","4134","775","-","64"
"3532504","Neves Paulista (SP)","Total","4590","3340","692","2648","1219","-","32"
"3532603","Nhandeara (SP)","Total","5017","4174","985","3189","769","-","74"
"3532702","Nipoã (SP)","Total","1966","1287","157","1130","450","-","230"
"3532801","Nova Aliança (SP)","Total","2902","1761","423","1338","1012","-","129"
"3532827","Nova Campina (SP)","Total","3064","2675","489","2186","383","-","6"
"3532843","Nova Canaã Paulista (SP)","Total","1062","828","369","459","227","-","7"
"3532868","Nova Castilho (SP)","Total","565","490","45","445","73","-","2"
"3532900","Nova Europa (SP)","Total","4699","3636","795","2841","978","-","86"
"3533007","Nova Granada (SP)","Total","9513","6306","1206","5100","3022","-","186"
"3533106","Nova Guataporanga (SP)","Total","946","539","74","465","376","-","30"
"3533205","Nova Independência (SP)","Total","1328","1075","206","868","253","-","-"
"3533254","Novais (SP)","Total","2311","1170","217","953","547","-","594"
"3533304","Nova Luzitânia (SP)","Total","1764","810","221","589","947","-","7"
"3533403","Nova Odessa (SP)","Total","25926","16847","5206","11641","8532","9","538"
"3533502","Novo Horizonte (SP)","Total","18172","17562","2865","14697","519","-","91"
"3533601","Nuporanga (SP)","Total","3289","2915","598","2317","268","-","106"
"3533700","Ocauçu (SP)","Total","1957","1733","345","1387","185","-","40"
"3533809","Óleo (SP)","Total","1379","1060","313","747","317","-","2"
"3533908","Olímpia (SP)","Total","24782","22943","4920","18024","1469","-","370"
"3534005","Onda Verde (SP)","Total","1796","1285","346","938","499","-","12"
"3534104","Oriente (SP)","Total","2824","1624","342","1282","1154","-","46"
"3534203","Orindiúva (SP)","Total","2856","2688","124","2564","99","-","69"
"3534302","Orlândia (SP)","Total","19033","16062","2512","13550","2700","-","270"
"3534401","Osasco (SP)","Total","317525","200550","71512","129038","114687","24","2264"
"3534500","Oscar Bressane (SP)","Total","1124","889","149","739","223","-","13"
"3534609","Osvaldo Cruz (SP)","Total","15097","13253","2529","10723","1392","-","452"
"3534708","Ourinhos (SP)","Total","48276","44132","6735","37397","2893","11","1240"
"3534757","Ouroeste (SP)","Total","4036","3599","455","3144","403","-","34"
"3534807","Ouro Verde (SP)","Total","3153","1805","216","1589","1243","-","104"
"3534906","Pacaembu (SP)","Total","4998","3549","785","2764","1292","5","152"
"3535002","Palestina (SP)","Total","5768","5064","1631","3432","547","-","157"
"3535101","Palmares Paulista (SP)","Total","5692","2263","324","1940","3218","-","211"
"3535200","Palmeira d'Oeste (SP)","Total","5054","4411","1386","3025","516","-","127"
"3535309","Palmital (SP)","Total","9319","8434","1866","6568","719","-","166"
"3535408","Panorama (SP)","Total","6878","6321","1413","4908","454","-","103"
"3535507","Paraguaçu Paulista (SP)","Total","18169","16342","2820","13522","1669","-","157"
"3535606","Paraibuna (SP)","Total","8082","6683","2493","4190","1369","-","30"
"3535705","Paraíso (SP)","Total","3009","2501","332","2169","469","-","39"
"3535804","Paranapanema (SP)","Total","8391","7947","1347","6600","365","-","78"
"3535903","Paranapuã (SP)","Total","1862","1519","157","1362","296","4","43"
"3536000","Parapuã (SP)","Total","5305","4233","611","3623","738","-","333"
"3536109","Pardinho (SP)","Total","2789","2450","544","1906","319","-","20"
"3536208","Pariquera-Açu (SP)","Total","8157","7030","1826","5204","851","-","277"
"3536257","Parisi (SP)","Total","1103","633","181","452","394","-","75"
"3536307","Patrocínio Paulista (SP)","Total","6226","4933","1301","3633","1143","-","150"
"3536406","Paulicéia (SP)","Total","2724","2510","399","2111","197","-","18"
"3536505","Paulínia (SP)","Total","41982","33132","5583","27549","8504","23","323"
"3536570","Paulistânia (SP)","Total","845","540","185","355","304","-","2"
"3536604","Paulo de Faria (SP)","Total","4128","3063","766","2296","1045","-","20"
"3536703","Pederneiras (SP)","Total","19974","18361","5647","12713","1401","-","212"
"3536802","Pedra Bela (SP)","Total","2868","2497","620","1876","347","-","24"
"3536901","Pedranópolis (SP)","Total","1230","839","349","490","375","-","16"
"3537008","Pedregulho (SP)","Total","7673","7057","1766","5291","544","-","72"
"3537107","Pedreira (SP)","Total","22876","21050","4850","16200","1715","-","111"
"3537156","Pedrinhas Paulista (SP)","Total","1449","1186","254","932","248","-","14"
"3537206","Pedro de Toledo (SP)","Total","3993","3316","1309","2008","651","-","26"
"3537305","Penápolis (SP)","Total","29136","26371","3365","23006","2187","-","578"
"3537404","Pereira Barreto (SP)","Total","11683","10346","1985","8360","1197","-","141"
"3537503","Pereiras (SP)","Total","4135","3546","1481","2065","524","-","65"
"3537602","Peruíbe (SP)","Total","25650","23046","7677","15369","2192","-","413"
"3537701","Piacatu (SP)","Total","2490","1780","266","1514","698","-","13"
"3537800","Piedade (SP)","Total","24780","21991","6404","15587","2543","-","246"
"3537909","Pilar do Sul (SP)","Total","10814","10255","2934","7321","475","-","84"
"3538006","Pindamonhangaba (SP)","Total","67055","56981","11271","45709","9428","-","646"
"3538105","Pindorama (SP)","Total","7294","4663","893","3770","2147","-","483"
"3538204","Pinhalzinho (SP)","Total","6715","5407","1427","3980","1189","-","119"
"3538303","Piquerobi (SP)","Total","1413","1077","365","712","317","-","18"
"3538501","Piquete (SP)","Total","5324","3815","767","3048","1405","-","103"
"3538600","Piracaia (SP)","Total","12532","10465","2832","7633","1931","-","135"
"3538709","Piracicaba (SP)","Total","179514","172459","53382","119077","5558","31","1466"
"3538808","Piraju (SP)","Total","14033","12805","3074","9731","1040","-","187"
"3538907","Pirajuí (SP)","Total","9468","8149","1569","6581","1181","-","137"
"3539004","Pirangi (SP)","Total","5649","4500","576","3924","869","-","281"
"3539103","Pirapora do Bom Jesus (SP)","Total","6516","3508","839","2670","2963","-","45"
"3539202","Pirapozinho (SP)","Total","11790","8309","2200","6109","3367","-","113"
"3539301","Pirassununga (SP)","Total","34759","32528","7573","24955","1717","28","486"
"3539400","Piratininga (SP)","Total","6157","3944","920","3024","2080","-","133"
"3539509","Pitangueiras (SP)","Total","16060","14294","3216","11078","1689","-","77"
"3539608","Planalto (SP)","Total","1931","1555","303","1252","372","-","4"
"3539707","Platina (SP)","Total","1346","1051","160","891","287","-","8"
"3539806","Poá (SP)","Total","47884","22137","6586","15551","25113","-","634"
"3539905","Poloni (SP)","Total","2982","2324","485","1838","397","-","261"
"3540002","Pompéia (SP)","Total","9710","8743","2871","5871","831","-","137"
"3540101","Pongaí (SP)","Total","1738","1287","300","987","415","-","36"
"3540200","Pontal (SP)","Total","18567","16166","2908","13258","2029","-","373"
"3540259","Pontalinda (SP)","Total","2082","1443","379","1064","615","-","24"
"3540309","Pontes Gestal (SP)","Total","1210","1167","174","993","39","-","4"
"3540408","Populina (SP)","Total","2084","1616","328","1287","443","-","25"
"3540507","Porangaba (SP)","Total","3581","3221","1007","2214","322","-","38"
"3540606","Porto Feliz (SP)","Total","24546","21310","6029","15281","2857","-","380"
"3540705","Porto Ferreira (SP)","Total","25609","23213","4667","18546","2028","-","367"
"3540754","Potim (SP)","Total","8606","3336","1280","2055","4903","-","367"
"3540804","Potirendaba (SP)","Total","8268","6678","1390","5288","1345","-","244"
"3540853","Pracinha (SP)","Total","621","412","61","352","208","-","-"
"3540903","Pradópolis (SP)","Total","8360","6069","1095","4974","2205","5","81"
"3541000","Praia Grande (SP)","Total","114807","82540","24453","58088","30472","43","1752"
"3541059","Pratânia (SP)","Total","2187","1700","172","1528","480","-","7"
"3541109","Presidente Alves (SP)","Total","2013","1484","235","1249","526","-","3"
"3541208","Presidente Bernardes (SP)","Total","6333","5067","1369","3698","1067","-","199"
"3541307","Presidente Epitácio (SP)","Total","17436","15576","4686","10890","1678","-","183"
"3541406","Presidente Prudente (SP)","Total","101806","94991","17815","77176","4808","7","2000"
"3541505","Presidente Venceslau (SP)","Total","16463","13735","3531","10204","2507","-","221"
"3541604","Promissão (SP)","Total","16513","15009","5578","9431","1355","-","150"
"3541653","Quadra (SP)","Total","1547","1394","575","819","144","-","9"
"3541703","Quatá (SP)","Total","5738","5046","754","4292","676","-","16"
"3541802","Queiroz (SP)","Total","1130","1049","97","952","78","-","2"
"3541901","Queluz (SP)","Total","4145","3385","714","2671","697","-","63"
"3542008","Quintana (SP)","Total","2639","1780","423","1358","805","-","54"
"3542107","Rafard (SP)","Total","4239","2349","371","1978","1753","-","137"
"3542206","Rancharia (SP)","Total","13481","12328","3846","8482","1001","-","152"
"3542305","Redenção da Serra (SP)","Total","1310","951","328","623","321","-","38"
"3542404","Regente Feijó (SP)","Total","9120","6601","996","5606","2250","-","268"
"3542503","Reginópolis (SP)","Total","2561","2186","182","2004","327","-","48"
"3542602","Registro (SP)","Total","23817","21617","5626","15990","1764","-","436"
"3542701","Restinga (SP)","Total","3091","1828","692","1136","1252","-","10"
"3542800","Ribeira (SP)","Total","1268","1104","390","714","161","-","3"
"3542909","Ribeirão Bonito (SP)","Total","5706","4068","745","3323","1584","-","53"
"3543006","Ribeirão Branco (SP)","Total","7034","6608","1518","5090","389","11","26"
"3543105","Ribeirão Corrente (SP)","Total","2297","1748","297","1451","497","-","52"
"3543204","Ribeirão do Sul (SP)","Total","2116","1785","323","1462","269","-","62"
"3543238","Ribeirão dos Índios (SP)","Total","1069","807","201","607","256","-","6"
"3543253","Ribeirão Grande (SP)","Total","3260","2510","773","1737","740","-","10"
"3543303","Ribeirão Pires (SP)","Total","51473","29044","7829","21215","22023","18","388"
"3543402","Ribeirão Preto (SP)","Total","322682","307106","110913","196193","11778","78","3721"
"3543501","Riversul (SP)","Total","2411","2072","254","1817","183","-","157"
"3543600","Rifaina (SP)","Total","1739","1515","366","1149","207","-","17"
"3543709","Rincão (SP)","Total","4693","3090","824","2265","1533","-","70"
"3543808","Rinópolis (SP)","Total","4809","3723","1141","2582","1002","-","84"
"3543907","Rio Claro (SP)","Total","95407","88444","16839","71605","5747","37","1179"
"3544004","Rio das Pedras (SP)","Total","14581","11105","1787","9318","3387","10","79"
"3544103","Rio Grande da Serra (SP)","Total","19361","6427","1654","4772","12608","-","326"
"3544202","Riolândia (SP)","Total","4535","3202","490","2712","1305","-","28"
"3544251","Rosana (SP)","Total","8140","7009","1741","5268","1005","11","115"
"3544301","Roseira (SP)","Total","4450","2857","523","2335","1559","-","35"
"3544400","Rubiácea (SP)","Total","1217","924","162","762","290","-","2"
"3544509","Rubinéia (SP)","Total","1300","979","460","519","299","-","22"
"3544608","Sabino (SP)","Total","2454","1912","667","1245","539","-","4"
"3544707","Sagres (SP)","Total","975","619","167","452","329","-","27"
"3544806","Sales (SP)","Total","2651","1942","422","1519","542","-","167"
"3544905","Sales Oliveira (SP)","Total","5420","3846","815","3031","1480","5","89"
"3545001","Salesópolis (SP)","Total","7322","5788","1952","3836","1519","-","16"
"3545100","Salmourão (SP)","Total","2112","1504","183","1320","580","-","29"
"3545159","Saltinho (SP)","Total","3948","2584","1048","1536","1171","-","193"
"3545209","Salto (SP)","Total","52873","41350","10392","30958","10815","13","695"
"3545308","Salto de Pirapora (SP)","Total","17028","11346","3368","7978","5557","-","126"
"3545407","Salto Grande (SP)","Total","3586","2722","577","2146","733","-","130"
