"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Casa","Casa de vila ou em condomínio","Apartamento","Habitação em casa de cômodos, cortiço ou cabeça de porco","Oca ou maloca"
"5201207","Anhanguera (GO)","Total","Total","350","350","-","-","-","-"
"5201306","Anicuns (GO)","Total","Total","6825","6801","1","21","2","-"
"5201405","Aparecida de Goiânia (GO)","Total","Total","136382","123515","1701","8190","2976","-"
"5201454","Aparecida do Rio Doce (GO)","Total","Total","818","817","-","-","1","-"
"5201504","Aporé (GO)","Total","Total","1262","1258","1","2","1","-"
"5201603","Araçu (GO)","Total","Total","1299","1299","-","-","-","-"
"5201702","Aragarças (GO)","Total","Total","5703","5488","60","77","78","-"
"5201801","Aragoiânia (GO)","Total","Total","2693","2669","1","15","8","-"
"5202155","Araguapaz (GO)","Total","Total","2568","2562","1","1","4","-"
"5202353","Arenópolis (GO)","Total","Total","1200","1199","-","-","1","-"
"5202502","Aruanã (GO)","Total","Total","2404","2377","8","5","10","4"
"5202601","Aurilândia (GO)","Total","Total","1362","1360","1","-","1","-"
"5202809","Avelinópolis (GO)","Total","Total","853","852","-","-","1","-"
"5203104","Baliza (GO)","Total","Total","1269","1269","-","-","-","-"
"5203203","Barro Alto (GO)","Total","Total","2514","2466","22","22","4","-"
"5203302","Bela Vista de Goiás (GO)","Total","Total","8118","8094","2","10","12","-"
"5203401","Bom Jardim de Goiás (GO)","Total","Total","2828","2822","-","3","3","-"
"5203500","Bom Jesus de Goiás (GO)","Total","Total","6547","6520","-","3","24","-"
"5203559","Bonfinópolis (GO)","Total","Total","2363","2360","2","1","-","-"
"5203575","Bonópolis (GO)","Total","Total","1022","1018","-","-","4","-"
"5203609","Brazabrantes (GO)","Total","Total","1082","1081","-","-","1","-"
"5203807","Britânia (GO)","Total","Total","1848","1845","-","2","1","-"
"5203906","Buriti Alegre (GO)","Total","Total","3152","3124","24","2","2","-"
"5203939","Buriti de Goiás (GO)","Total","Total","939","801","135","3","-","-"
"5203962","Buritinópolis (GO)","Total","Total","962","959","-","1","2","-"
"5204003","Cabeceiras (GO)","Total","Total","2308","2305","1","1","1","-"
"5204102","Cachoeira Alta (GO)","Total","Total","3401","3383","1","4","13","-"
"5204201","Cachoeira de Goiás (GO)","Total","Total","494","494","-","-","-","-"
"5204250","Cachoeira Dourada (GO)","Total","Total","2741","2594","123","2","22","-"
"5204300","Caçu (GO)","Total","Total","4309","4281","1","8","19","-"
"5204409","Caiapônia (GO)","Total","Total","5676","5660","12","1","3","-"
"5204508","Caldas Novas (GO)","Total","Total","23014","19896","389","2449","280","-"
"5204557","Caldazinha (GO)","Total","Total","1101","1099","1","1","-","-"
"5204607","Campestre de Goiás (GO)","Total","Total","1068","1067","-","-","1","-"
"5204656","Campinaçu (GO)","Total","Total","1208","1206","1","1","-","-"
"5204706","Campinorte (GO)","Total","Total","3422","3408","2","5","7","-"
"5204805","Campo Alegre de Goiás (GO)","Total","Total","1926","1840","78","4","4","-"
"5204854","Campo Limpo de Goiás (GO)","Total","Total","1910","1904","-","6","-","-"
"5204904","Campos Belos (GO)","Total","Total","5356","5330","9","8","9","-"
"5204953","Campos Verdes (GO)","Total","Total","1665","1665","-","-","-","-"
"5205000","Carmo do Rio Verde (GO)","Total","Total","3007","2987","4","8","8","-"
"5205059","Castelândia (GO)","Total","Total","1203","1203","-","-","-","-"
"5205109","Catalão (GO)","Total","Total","27922","26703","62","982","175","-"
"5205208","Caturaí (GO)","Total","Total","1513","1512","-","-","1","-"
"5205307","Cavalcante (GO)","Total","Total","2682","2663","3","2","14","-"
"5205406","Ceres (GO)","Total","Total","6838","6754","4","55","25","-"
"5205455","Cezarina (GO)","Total","Total","2386","2384","1","1","-","-"
"5205471","Chapadão do Céu (GO)","Total","Total","2096","1982","1","41","72","-"
"5205497","Cidade Ocidental (GO)","Total","Total","15862","15291","219","90","262","-"
"5205513","Cocalzinho de Goiás (GO)","Total","Total","5272","5230","13","4","25","-"
"5205521","Colinas do Sul (GO)","Total","Total","1086","1086","-","-","-","-"
"5205703","Córrego do Ouro (GO)","Total","Total","952","950","1","-","1","-"
"5205802","Corumbá de Goiás (GO)","Total","Total","3200","3125","37","4","34","-"
"5205901","Corumbaíba (GO)","Total","Total","2677","2617","59","1","-","-"
"5206206","Cristalina (GO)","Total","Total","13364","12828","121","251","164","-"
"5206305","Cristianópolis (GO)","Total","Total","1042","1042","-","-","-","-"
"5206404","Crixás (GO)","Total","Total","5048","4957","43","-","48","-"
"5206503","Cromínia (GO)","Total","Total","1257","1164","88","5","-","-"
"5206602","Cumari (GO)","Total","Total","1035","1035","-","-","-","-"
"5206701","Damianópolis (GO)","Total","Total","1044","1044","-","-","-","-"
"5206800","Damolândia (GO)","Total","Total","957","957","-","-","-","-"
"5206909","Davinópolis (GO)","Total","Total","765","697","67","-","1","-"
"5207105","Diorama (GO)","Total","Total","856","856","-","-","-","-"
"5207253","Doverlândia (GO)","Total","Total","2608","2606","1","-","1","-"
"5207352","Edealina (GO)","Total","Total","1362","1351","3","3","5","-"
"5207402","Edéia (GO)","Total","Total","3789","3753","6","4","26","-"
"5207501","Estrela do Norte (GO)","Total","Total","1080","1080","-","-","-","-"
"5207535","Faina (GO)","Total","Total","2352","2298","16","3","35","-"
"5207600","Fazenda Nova (GO)","Total","Total","2240","2239","-","-","1","-"
"5207808","Firminópolis (GO)","Total","Total","3920","3916","4","-","-","-"
"5207907","Flores de Goiás (GO)","Total","Total","3152","3121","4","5","22","-"
"5208004","Formosa (GO)","Total","Total","30025","28586","219","1143","77","-"
"5208103","Formoso (GO)","Total","Total","1664","1661","-","2","1","-"
"5208152","Gameleira de Goiás (GO)","Total","Total","1059","1059","-","-","-","-"
"5208301","Divinópolis de Goiás (GO)","Total","Total","1580","1580","-","-","-","-"
"5208400","Goianápolis (GO)","Total","Total","3230","3173","46","2","9","-"
"5208509","Goiandira (GO)","Total","Total","1765","1752","2","1","10","-"
"5208608","Goianésia (GO)","Total","Total","18060","17901","4","130","25","-"
"5208707","Goiânia (GO)","Total","Total","422710","325659","8249","75774","13028","-"
"5208806","Goianira (GO)","Total","Total","10303","10292","4","4","3","-"
"5208905","Goiás (GO)","Total","Total","8409","8365","22","14","8","-"
"5209101","Goiatuba (GO)","Total","Total","10890","10554","219","79","38","-"
"5209150","Gouvelândia (GO)","Total","Total","1711","1710","1","-","-","-"
"5209200","Guapó (GO)","Total","Total","4502","4484","2","1","15","-"
"5209291","Guaraíta (GO)","Total","Total","852","846","-","1","5","-"
"5209408","Guarani de Goiás (GO)","Total","Total","1244","1244","-","-","-","-"
"5209457","Guarinos (GO)","Total","Total","809","809","-","-","-","-"
"5209606","Heitoraí (GO)","Total","Total","1202","1201","-","-","1","-"
"5209705","Hidrolândia (GO)","Total","Total","5432","5115","175","-","142","-"
"5209804","Hidrolina (GO)","Total","Total","1382","1382","-","-","-","-"
"5209903","Iaciara (GO)","Total","Total","3402","3392","-","3","7","-"
"5209937","Inaciolândia (GO)","Total","Total","1856","1850","-","-","6","-"
"5209952","Indiara (GO)","Total","Total","4301","4269","1","-","31","-"
"5210000","Inhumas (GO)","Total","Total","15303","14997","34","131","141","-"
"5210109","Ipameri (GO)","Total","Total","8136","7963","126","18","29","-"
"5210158","Ipiranga de Goiás (GO)","Total","Total","1016","1016","-","-","-","-"
"5210208","Iporá (GO)","Total","Total","11074","10398","657","13","6","-"
"5210307","Israelândia (GO)","Total","Total","1014","1014","-","-","-","-"
"5210406","Itaberaí (GO)","Total","Total","11198","11126","21","40","11","-"
"5210562","Itaguari (GO)","Total","Total","1579","1514","1","7","57","-"
"5210604","Itaguaru (GO)","Total","Total","1870","1754","115","1","-","-"
"5210802","Itajá (GO)","Total","Total","1697","1673","23","-","1","-"
"5210901","Itapaci (GO)","Total","Total","5921","5879","22","10","10","-"
"5211008","Itapirapuã (GO)","Total","Total","2772","2752","16","-","4","-"
"5211206","Itapuranga (GO)","Total","Total","9135","8830","249","40","16","-"
"5211305","Itarumã (GO)","Total","Total","2057","2055","1","-","1","-"
"5211404","Itauçu (GO)","Total","Total","2894","2891","-","-","3","-"
"5211503","Itumbiara (GO)","Total","Total","30715","29681","116","802","116","-"
"5211602","Ivolândia (GO)","Total","Total","985","984","1","-","-","-"
"5211701","Jandaia (GO)","Total","Total","2235","2222","-","11","2","-"
"5211800","Jaraguá (GO)","Total","Total","12997","12849","25","69","54","-"
"5211909","Jataí (GO)","Total","Total","27661","27066","107","346","142","-"
"5212006","Jaupaci (GO)","Total","Total","1050","1001","14","-","35","-"
"5212055","Jesúpolis (GO)","Total","Total","742","731","4","-","7","-"
"5212105","Joviânia (GO)","Total","Total","2408","2387","5","14","2","-"
"5212204","Jussara (GO)","Total","Total","6425","6396","6","18","5","-"
"5212253","Lagoa Santa (GO)","Total","Total","432","399","-","-","33","-"
"5212303","Leopoldo de Bulhões (GO)","Total","Total","2544","2487","46","11","-","-"
"5212501","Luziânia (GO)","Total","Total","49847","47525","610","1111","601","-"
"5212600","Mairipotaba (GO)","Total","Total","848","784","28","-","36","-"
"5212709","Mambaí (GO)","Total","Total","1916","1875","1","1","39","-"
"5212808","Mara Rosa (GO)","Total","Total","3477","3462","-","-","15","-"
"5212907","Marzagão (GO)","Total","Total","709","708","-","1","-","-"
"5212956","Matrinchã (GO)","Total","Total","1490","1488","2","-","-","-"
"5213004","Maurilândia (GO)","Total","Total","3554","3491","1","3","59","-"
"5213053","Mimoso de Goiás (GO)","Total","Total","867","863","-","-","4","-"
"5213087","Minaçu (GO)","Total","Total","9749","9485","227","10","26","1"
"5213103","Mineiros (GO)","Total","Total","15933","15289","180","209","255","-"
"5213400","Moiporá (GO)","Total","Total","636","545","91","-","-","-"
"5213509","Monte Alegre de Goiás (GO)","Total","Total","2176","2170","4","-","2","-"
"5213707","Montes Claros de Goiás (GO)","Total","Total","2741","2728","8","4","1","-"
"5213756","Montividiu (GO)","Total","Total","3286","3261","9","14","2","-"
"5213772","Montividiu do Norte (GO)","Total","Total","1238","1235","2","-","1","-"
"5213806","Morrinhos (GO)","Total","Total","14235","14159","2","62","12","-"
"5213855","Morro Agudo de Goiás (GO)","Total","Total","827","827","-","-","-","-"
"5213905","Mossâmedes (GO)","Total","Total","1756","1754","-","2","-","-"
"5214002","Mozarlândia (GO)","Total","Total","4301","4287","5","2","7","-"
"5214051","Mundo Novo (GO)","Total","Total","2166","2164","1","-","1","-"
"5214101","Mutunópolis (GO)","Total","Total","1311","1309","1","-","1","-"
"5214408","Nazário (GO)","Total","Total","2717","2716","1","-","-","-"
"5214507","Nerópolis (GO)","Total","Total","7381","7274","54","32","21","-"
"5214606","Niquelândia (GO)","Total","Total","12978","12568","143","135","132","-"
"5214705","Nova América (GO)","Total","Total","775","775","-","-","-","-"
"5214804","Nova Aurora (GO)","Total","Total","733","731","1","-","1","-"
"5214838","Nova Crixás (GO)","Total","Total","3934","3884","46","2","2","-"
"5214861","Nova Glória (GO)","Total","Total","2966","2960","1","5","-","-"
"5214879","Nova Iguaçu de Goiás (GO)","Total","Total","931","911","18","-","2","-"
"5214903","Nova Roma (GO)","Total","Total","1126","1126","-","-","-","-"
"5215009","Nova Veneza (GO)","Total","Total","2475","2464","-","-","11","-"
"5215207","Novo Brasil (GO)","Total","Total","1332","1325","-","1","6","-"
"5215231","Novo Gama (GO)","Total","Total","26513","24636","60","809","1008","-"
"5215256","Novo Planalto (GO)","Total","Total","1340","1317","-","-","23","-"
"5215306","Orizona (GO)","Total","Total","4867","4862","1","4","-","-"
"5215405","Ouro Verde de Goiás (GO)","Total","Total","1334","1334","-","-","-","-"
"5215504","Ouvidor (GO)","Total","Total","1820","1688","116","16","-","-"
"5215603","Padre Bernardo (GO)","Total","Total","8042","7970","11","54","7","-"
"5215652","Palestina de Goiás (GO)","Total","Total","1114","1110","3","-","1","-"
"5215702","Palmeiras de Goiás (GO)","Total","Total","7730","7688","-","9","33","-"
"5215801","Palmelo (GO)","Total","Total","784","775","9","-","-","-"
"5215900","Palminópolis (GO)","Total","Total","1275","1275","-","-","-","-"
"5216007","Panamá (GO)","Total","Total","980","980","-","-","-","-"
"5216304","Paranaiguara (GO)","Total","Total","3066","3038","-","13","15","-"
"5216403","Paraúna (GO)","Total","Total","3511","3504","4","-","3","-"
"5216452","Perolândia (GO)","Total","Total","929","929","-","-","-","-"
"5216809","Petrolina de Goiás (GO)","Total","Total","3281","3277","-","4","-","-"
"5216908","Pilar de Goiás (GO)","Total","Total","901","900","-","-","1","-"
"5217104","Piracanjuba (GO)","Total","Total","8461","8408","8","8","37","-"
"5217203","Piranhas (GO)","Total","Total","4015","4010","-","4","1","-"
"5217302","Pirenópolis (GO)","Total","Total","7265","7160","20","33","52","-"
"5217401","Pires do Rio (GO)","Total","Total","9367","9316","8","39","4","-"
"5217609","Planaltina (GO)","Total","Total","22840","22336","38","222","244","-"
"5217708","Pontalina (GO)","Total","Total","6062","6047","8","2","5","-"
"5218003","Porangatu (GO)","Total","Total","13452","13331","35","58","28","-"
"5218052","Porteirão (GO)","Total","Total","1068","1059","-","-","9","-"
"5218102","Portelândia (GO)","Total","Total","1236","1232","-","-","4","-"
"5218300","Posse (GO)","Total","Total","8988","8836","12","56","84","-"
"5218391","Professor Jamil (GO)","Total","Total","1094","1092","-","-","2","-"
"5218508","Quirinópolis (GO)","Total","Total","14177","14021","29","85","42","-"
"5218607","Rialma (GO)","Total","Total","3357","3333","1","12","11","-"
"5218706","Rianápolis (GO)","Total","Total","1449","1446","1","1","1","-"
"5218789","Rio Quente (GO)","Total","Total","1082","1009","27","39","7","-"
"5218805","Rio Verde (GO)","Total","Total","55487","52724","277","1562","924","-"
"5218904","Rubiataba (GO)","Total","Total","6347","6312","6","14","15","-"
"5219001","Sanclerlândia (GO)","Total","Total","2670","2668","2","-","-","-"
"5219100","Santa Bárbara de Goiás (GO)","Total","Total","1858","1856","1","-","1","-"
"5219209","Santa Cruz de Goiás (GO)","Total","Total","1108","1095","13","-","-","-"
"5219258","Santa Fé de Goiás (GO)","Total","Total","1563","1548","1","3","11","-"
"5219308","Santa Helena de Goiás (GO)","Total","Total","11871","11805","3","38","25","-"
"5219357","Santa Isabel (GO)","Total","Total","1284","1284","-","-","-","-"
"5219407","Santa Rita do Araguaia (GO)","Total","Total","2260","2254","2","-","4","-"
"5219456","Santa Rita do Novo Destino (GO)","Total","Total","966","965","-","1","-","-"
"5219506","Santa Rosa de Goiás (GO)","Total","Total","996","996","-","-","-","-"
"5219605","Santa Tereza de Goiás (GO)","Total","Total","1379","1378","-","-","1","-"
"5219704","Santa Terezinha de Goiás (GO)","Total","Total","3302","3276","-","3","23","-"
"5219712","Santo Antônio da Barra (GO)","Total","Total","1434","1413","13","2","6","-"
"5219738","Santo Antônio de Goiás (GO)","Total","Total","1407","1407","-","-","-","-"
"5219753","Santo Antônio do Descoberto (GO)","Total","Total","17892","17631","34","108","119","-"
"5219803","São Domingos (GO)","Total","Total","3295","3267","10","3","15","-"
"5219902","São Francisco de Goiás (GO)","Total","Total","2020","2019","-","1","-","-"
"5220009","São João d'Aliança (GO)","Total","Total","2816","2797","4","12","3","-"
"5220058","São João da Paraúna (GO)","Total","Total","610","610","-","-","-","-"
"5220108","São Luís de Montes Belos (GO)","Total","Total","10464","10240","17","154","53","-"
"5220157","São Luiz do Norte (GO)","Total","Total","1501","1480","-","-","21","-"
"5220207","São Miguel do Araguaia (GO)","Total","Total","7264","7193","14","8","49","-"
"5220264","São Miguel do Passa Quatro (GO)","Total","Total","1238","1237","-","1","-","-"
"5220280","São Patrício (GO)","Total","Total","701","701","-","-","-","-"
"5220405","São Simão (GO)","Total","Total","5526","5464","2","6","54","-"
"5220454","Senador Canedo (GO)","Total","Total","24260","23105","111","49","995","-"
"5220504","Serranópolis (GO)","Total","Total","2423","2401","4","3","15","-"
