"Tabela 3604 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país, por tempo habitual de deslocamento do domicílio para o trabalho principal, segundo a situação do domicílio e os grupos de horas habitualmente trabalhadas por semana no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país (Pessoas)"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Ano x Tempo habitual de deslocamento do domicílio para o trabalho principal x Situação do domicílio"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","2010"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Até cinco minutos","De seis minutos até meia hora","Mais de meia hora até uma hora","Mais de uma hora até duas horas","Mais de duas horas"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Total","Total","Total","Total","Total"
"4309126","Gramado dos Loureiros (RS)","Total","11","142","35","56","9"
"4309159","Gramado Xavier (RS)","Total","878","1151","50","7","-"
"4309209","Gravataí (RS)","Total","6282","38723","31211","15509","1198"
"4309258","Guabiju (RS)","Total","412","243","11","-","4"
"4309308","Guaíba (RS)","Total","2729","14297","11446","6506","561"
"4309407","Guaporé (RS)","Total","3289","7450","529","94","-"
"4309506","Guarani das Missões (RS)","Total","497","1621","112","7","6"
"4309555","Harmonia (RS)","Total","351","1221","155","21","9"
"4309571","Herveiras (RS)","Total","419","568","29","2","-"
"4309605","Horizontina (RS)","Total","1570","6131","435","56","7"
"4309654","Hulha Negra (RS)","Total","236","624","254","48","-"
"4309704","Humaitá (RS)","Total","570","876","73","15","-"
"4309753","Ibarama (RS)","Total","455","649","26","3","-"
"4309803","Ibiaçá (RS)","Total","849","758","52","8","-"
"4309902","Ibiraiaras (RS)","Total","141","698","117","70","28"
"4309951","Ibirapuitã (RS)","Total","249","384","123","151","45"
"4310009","Ibirubá (RS)","Total","3929","5447","313","46","-"
"4310108","Igrejinha (RS)","Total","2970","11240","754","179","21"
"4310207","Ijuí (RS)","Total","6182","21770","3298","416","110"
"4310306","Ilópolis (RS)","Total","745","1437","95","18","6"
"4310330","Imbé (RS)","Total","1086","3547","463","85","26"
"4310363","Imigrante (RS)","Total","393","631","38","14","5"
"4310405","Independência (RS)","Total","735","948","128","28","13"
"4310413","Inhacorá (RS)","Total","495","517","69","14","6"
"4310439","Ipê (RS)","Total","611","950","153","36","3"
"4310462","Ipiranga do Sul (RS)","Total","900","353","24","2","-"
"4310504","Iraí (RS)","Total","299","1520","129","64","55"
"4310538","Itaara (RS)","Total","224","1022","320","29","19"
"4310553","Itacurubi (RS)","Total","83","305","45","8","23"
"4310579","Itapuca (RS)","Total","81","54","11","29","2"
"4310603","Itaqui (RS)","Total","1693","7408","747","112","78"
"4310652","Itati (RS)","Total","190","554","155","18","4"
"4310702","Itatiba do Sul (RS)","Total","182","527","92","29","4"
"4310751","Ivorá (RS)","Total","185","487","113","30","-"
"4310801","Ivoti (RS)","Total","1661","6166","1176","242","19"
"4310850","Jaboticaba (RS)","Total","229","426","57","6","2"
"4310876","Jacuizinho (RS)","Total","146","167","32","-","2"
"4310900","Jacutinga (RS)","Total","660","763","80","6","1"
"4311007","Jaguarão (RS)","Total","1371","5579","582","77","49"
"4311106","Jaguari (RS)","Total","511","1794","221","30","20"
"4311122","Jaquirana (RS)","Total","432","546","160","67","14"
"4311130","Jari (RS)","Total","288","435","116","21","18"
"4311155","Jóia (RS)","Total","1315","1059","142","31","5"
"4311205","Júlio de Castilhos (RS)","Total","756","3584","560","86","20"
"4311239","Lagoa Bonita do Sul (RS)","Total","357","747","42","7","-"
"4311254","Lagoão (RS)","Total","408","549","182","50","17"
"4311270","Lagoa dos Três Cantos (RS)","Total","493","338","52","4","-"
"4311304","Lagoa Vermelha (RS)","Total","2351","6585","753","77","43"
"4311403","Lajeado (RS)","Total","6208","24550","3090","680","47"
"4311429","Lajeado do Bugre (RS)","Total","197","322","6","17","13"
"4311502","Lavras do Sul (RS)","Total","483","1415","191","8","8"
"4311601","Liberato Salzano (RS)","Total","378","1131","100","43","71"
"4311627","Lindolfo Collor (RS)","Total","364","1927","224","41","2"
"4311643","Linha Nova (RS)","Total","197","392","78","20","2"
"4311700","Machadinho (RS)","Total","339","875","109","109","18"
"4311718","Maçambará (RS)","Total","569","627","79","25","20"
"4311734","Mampituba (RS)","Total","393","967","76","20","2"
"4311759","Manoel Viana (RS)","Total","479","1018","168","53","16"
"4311775","Maquiné (RS)","Total","590","1210","146","31","4"
"4311791","Maratá (RS)","Total","153","504","64","17","1"
"4311809","Marau (RS)","Total","3268","10733","1389","143","44"
"4311908","Marcelino Ramos (RS)","Total","1019","862","107","74","9"
"4311981","Mariana Pimentel (RS)","Total","286","517","108","35","12"
"4312005","Mariano Moro (RS)","Total","186","274","39","59","16"
"4312054","Marques de Souza (RS)","Total","920","904","152","17","3"
"4312104","Mata (RS)","Total","316","912","80","27","7"
"4312138","Mato Castelhano (RS)","Total","115","302","103","31","11"
"4312153","Mato Leitão (RS)","Total","377","948","108","9","2"
"4312179","Mato Queimado (RS)","Total","90","169","17","2","-"
"4312203","Maximiliano de Almeida (RS)","Total","186","775","126","95","11"
"4312252","Minas do Leão (RS)","Total","479","1266","305","186","16"
"4312302","Miraguaí (RS)","Total","289","685","68","17","11"
"4312351","Montauri (RS)","Total","268","303","25","2","-"
"4312377","Monte Alegre dos Campos (RS)","Total","241","495","57","52","15"
"4312385","Monte Belo do Sul (RS)","Total","194","309","47","3","-"
"4312401","Montenegro (RS)","Total","2483","14301","4318","1030","131"
"4312427","Mormaço (RS)","Total","135","347","87","30","12"
"4312443","Morrinhos do Sul (RS)","Total","267","819","199","24","5"
"4312450","Morro Redondo (RS)","Total","378","812","146","56","12"
"4312476","Morro Reuter (RS)","Total","441","2029","258","33","13"
"4312500","Mostardas (RS)","Total","692","2285","354","102","44"
"4312609","Muçum (RS)","Total","665","1364","95","15","3"
"4312617","Muitos Capões (RS)","Total","178","374","50","36","9"
"4312625","Muliterno (RS)","Total","154","211","14","2","14"
"4312658","Não-Me-Toque (RS)","Total","1378","5549","194","20","20"
"4312674","Nicolau Vergueiro (RS)","Total","165","217","37","7","-"
"4312708","Nonoai (RS)","Total","1038","2356","435","168","93"
"4312757","Nova Alvorada (RS)","Total","248","434","61","18","5"
"4312807","Nova Araçá (RS)","Total","537","1127","64","4","2"
"4312906","Nova Bassano (RS)","Total","780","2203","256","43","32"
"4312955","Nova Boa Vista (RS)","Total","229","176","16","2","-"
"4313003","Nova Bréscia (RS)","Total","931","627","63","37","6"
"4313011","Nova Candelária (RS)","Total","297","258","10","-","-"
"4313037","Nova Esperança do Sul (RS)","Total","709","1209","75","9","3"
"4313060","Nova Hartz (RS)","Total","1563","6136","310","30","5"
"4313086","Nova Pádua (RS)","Total","670","954","36","5","-"
"4313102","Nova Palma (RS)","Total","615","822","174","42","5"
"4313201","Nova Petrópolis (RS)","Total","1528","5435","1054","160","14"
"4313300","Nova Prata (RS)","Total","2156","7228","872","119","26"
"4313334","Nova Ramada (RS)","Total","800","438","39","-","-"
"4313359","Nova Roma do Sul (RS)","Total","281","617","45","16","6"
"4313375","Nova Santa Rita (RS)","Total","910","4090","2358","1124","75"
"4313391","Novo Cabrais (RS)","Total","1201","1055","65","17","2"
"4313409","Novo Hamburgo (RS)","Total","11229","59215","14210","3628","612"
"4313425","Novo Machado (RS)","Total","456","790","111","-","-"
"4313441","Novo Tiradentes (RS)","Total","93","168","45","8","17"
"4313466","Novo Xingu (RS)","Total","97","303","30","3","2"
"4313490","Novo Barreiro (RS)","Total","221","582","127","8","5"
"4313508","Osório (RS)","Total","3061","9982","1404","313","83"
"4313607","Paim Filho (RS)","Total","213","556","72","70","9"
"4313656","Palmares do Sul (RS)","Total","531","1593","530","90","39"
"4313706","Palmeira das Missões (RS)","Total","2255","7211","928","129","125"
"4313805","Palmitinho (RS)","Total","545","1256","160","93","34"
"4313904","Panambi (RS)","Total","3450","11375","1180","103","25"
"4313953","Pantano Grande (RS)","Total","626","1607","313","75","21"
"4314001","Paraí (RS)","Total","1190","2092","128","19","7"
"4314027","Paraíso do Sul (RS)","Total","2229","1739","103","11","3"
"4314035","Pareci Novo (RS)","Total","655","699","85","13","10"
"4314050","Parobé (RS)","Total","3536","15528","2446","255","48"
"4314068","Passa Sete (RS)","Total","1123","1607","104","20","-"
"4314076","Passo do Sobrado (RS)","Total","422","919","154","24","4"
"4314100","Passo Fundo (RS)","Total","8816","51020","11046","1632","395"
"4314134","Paulo Bento (RS)","Total","673","632","39","7","-"
"4314159","Paverama (RS)","Total","602","2125","445","58","6"
"4314175","Pedras Altas (RS)","Total","169","222","34","24","-"
"4314209","Pedro Osório (RS)","Total","346","1311","224","67","24"
"4314308","Pejuçara (RS)","Total","349","948","99","12","9"
"4314407","Pelotas (RS)","Total","9524","69938","18391","3307","693"
"4314423","Picada Café (RS)","Total","665","1746","222","17","3"
"4314456","Pinhal (RS)","Total","296","420","35","12","2"
"4314464","Pinhal da Serra (RS)","Total","126","213","14","8","-"
"4314472","Pinhal Grande (RS)","Total","255","492","116","19","-"
"4314498","Pinheirinho do Vale (RS)","Total","250","621","203","69","51"
"4314506","Pinheiro Machado (RS)","Total","648","1935","689","166","52"
"4314555","Pirapó (RS)","Total","490","601","94","6","-"
"4314605","Piratini (RS)","Total","880","2815","532","343","56"
"4314704","Planalto (RS)","Total","776","1812","211","168","47"
"4314753","Poço das Antas (RS)","Total","237","387","69","8","-"
"4314779","Pontão (RS)","Total","311","361","179","35","14"
"4314787","Ponte Preta (RS)","Total","736","206","12","6","-"
"4314803","Portão (RS)","Total","1744","6631","2400","478","92"
"4314902","Porto Alegre (RS)","Total","36077","252032","178541","48916","3240"
"4315008","Porto Lucena (RS)","Total","1059","1697","108","19","3"
"4315057","Porto Mauá (RS)","Total","76","381","57","1","-"
"4315073","Porto Vera Cruz (RS)","Total","580","186","19","-","-"
"4315107","Porto Xavier (RS)","Total","784","2478","218","20","18"
"4315131","Pouso Novo (RS)","Total","340","273","37","2","-"
"4315149","Presidente Lucena (RS)","Total","290","716","127","27","6"
"4315156","Progresso (RS)","Total","2389","1449","119","27","11"
"4315172","Protásio Alves (RS)","Total","242","367","40","15","2"
"4315206","Putinga (RS)","Total","312","517","63","13","-"
"4315305","Quaraí (RS)","Total","1110","3987","645","118","69"
"4315313","Quatro Irmãos (RS)","Total","362","163","23","29","38"
"4315321","Quevedos (RS)","Total","273","485","174","20","3"
"4315354","Quinze de Novembro (RS)","Total","442","642","46","4","-"
"4315404","Redentora (RS)","Total","1114","1211","177","8","-"
"4315453","Relvado (RS)","Total","185","245","12","2","-"
"4315503","Restinga Sêca (RS)","Total","1747","2980","387","146","43"
"4315552","Rio dos Índios (RS)","Total","325","365","92","27","16"
"4315602","Rio Grande (RS)","Total","5945","33031","15651","3645","290"
"4315701","Rio Pardo (RS)","Total","1665","5535","2560","496","59"
"4315750","Riozinho (RS)","Total","564","1386","130","35","10"
"4315800","Roca Sales (RS)","Total","983","3246","179","11","-"
"4315909","Rodeio Bonito (RS)","Total","535","1477","112","33","21"
"4315958","Rolador (RS)","Total","76","262","69","2","3"
"4316006","Rolante (RS)","Total","2721","5309","653","77","20"
"4316105","Ronda Alta (RS)","Total","821","1703","226","56","17"
"4316204","Rondinha (RS)","Total","1442","1189","64","4","-"
"4316303","Roque Gonzales (RS)","Total","1227","1259","209","18","17"
"4316402","Rosário do Sul (RS)","Total","2134","7012","1162","132","131"
"4316428","Sagrada Família (RS)","Total","208","501","50","30","-"
"4316436","Saldanha Marinho (RS)","Total","342","509","55","29","-"
"4316451","Salto do Jacuí (RS)","Total","853","2154","354","79","19"
"4316477","Salvador das Missões (RS)","Total","1047","351","20","-","-"
"4316501","Salvador do Sul (RS)","Total","638","1700","310","36","3"
"4316600","Sananduva (RS)","Total","1341","3568","275","24","10"
"4316709","Santa Bárbara do Sul (RS)","Total","725","1892","272","37","13"
"4316733","Santa Cecília do Sul (RS)","Total","67","127","58","2","-"
"4316758","Santa Clara do Sul (RS)","Total","533","1556","197","9","-"
"4316808","Santa Cruz do Sul (RS)","Total","6671","34536","5060","491","216"
"4316907","Santa Maria (RS)","Total","10237","60198","17151","2221","584"
"4316956","Santa Maria do Herval (RS)","Total","668","1792","372","62","23"
"4316972","Santa Margarida do Sul (RS)","Total","114","264","43","4","-"
"4317004","Santana da Boa Vista (RS)","Total","378","829","109","10","21"
"4317103","Sant'Ana do Livramento (RS)","Total","2924","16609","3000","507","161"
"4317202","Santa Rosa (RS)","Total","4648","20747","2066","220","69"
"4317251","Santa Tereza (RS)","Total","109","198","48","9","2"
"4317301","Santa Vitória do Palmar (RS)","Total","1576","5643","1030","182","76"
"4317400","Santiago (RS)","Total","2886","10743","1894","346","133"
"4317509","Santo Ângelo (RS)","Total","4445","18023","2554","391","80"
"4317558","Santo Antônio do Palma (RS)","Total","221","247","13","3","-"
"4317608","Santo Antônio da Patrulha (RS)","Total","2179","9213","1915","387","19"
"4317707","Santo Antônio das Missões (RS)","Total","778","1481","282","35","8"
"4317756","Santo Antônio do Planalto (RS)","Total","586","314","44","-","-"
"4317806","Santo Augusto (RS)","Total","1985","3458","426","52","20"
"4317905","Santo Cristo (RS)","Total","4600","3350","222","10","-"
"4317954","Santo Expedito do Sul (RS)","Total","138","233","27","16","3"
"4318002","São Borja (RS)","Total","3108","12887","2107","155","66"
"4318051","São Domingos do Sul (RS)","Total","510","498","30","19","-"
"4318101","São Francisco de Assis (RS)","Total","891","2182","366","74","4"
"4318200","São Francisco de Paula (RS)","Total","977","3540","994","248","27"
"4318309","São Gabriel (RS)","Total","2001","12000","1599","394","152"
"4318408","São Jerônimo (RS)","Total","1204","4479","642","469","61"
"4318424","São João da Urtiga (RS)","Total","472","808","44","77","2"
"4318432","São João do Polêsine (RS)","Total","225","494","94","19","4"
"4318440","São Jorge (RS)","Total","337","482","33","13","-"
"4318457","São José das Missões (RS)","Total","102","253","48","-","-"
"4318465","São José do Herval (RS)","Total","192","228","23","10","-"
"4318481","São José do Hortêncio (RS)","Total","336","1238","290","62","3"
"4318499","São José do Inhacorá (RS)","Total","226","323","60","1","-"
"4318507","São José do Norte (RS)","Total","1456","3315","1329","441","68"
"4318606","São José do Ouro (RS)","Total","751","1594","117","40","-"
"4318614","São José do Sul (RS)","Total","110","478","93","20","-"
"4318622","São José dos Ausentes (RS)","Total","406","350","189","46","18"
"4318705","São Leopoldo (RS)","Total","7382","48901","20733","6438","647"
"4318804","São Lourenço do Sul (RS)","Total","1488","6648","705","238","177"
"4318903","São Luiz Gonzaga (RS)","Total","2724","7389","1119","257","68"
"4319000","São Marcos (RS)","Total","1711","4903","821","161","-"
"4319109","São Martinho (RS)","Total","756","1056","85","11","-"
"4319125","São Martinho da Serra (RS)","Total","67","254","89","31","6"
"4319158","São Miguel das Missões (RS)","Total","1651","1676","196","32","3"
"4319208","São Nicolau (RS)","Total","1250","1167","176","52","12"
"4319307","São Paulo das Missões (RS)","Total","2179","1095","52","11","-"
"4319356","São Pedro da Serra (RS)","Total","302","1004","243","43","3"
"4319364","São Pedro das Missões (RS)","Total","182","254","18","2","1"
"4319372","São Pedro do Butiá (RS)","Total","934","468","46","5","-"
"4319406","São Pedro do Sul (RS)","Total","916","2809","472","143","16"
"4319505","São Sebastião do Caí (RS)","Total","1780","5312","928","411","30"
"4319604","São Sepé (RS)","Total","2253","4086","829","126","43"
"4319703","São Valentim (RS)","Total","437","537","61","33","-"
"4319711","São Valentim do Sul (RS)","Total","190","300","26","9","7"
"4319737","São Valério do Sul (RS)","Total","676","358","99","62","11"
"4319752","São Vendelino (RS)","Total","237","566","118","13","3"
"4319802","São Vicente do Sul (RS)","Total","548","1545","164","33","10"
"4319901","Sapiranga (RS)","Total","5404","22056","2337","355","51"
"4320008","Sapucaia do Sul (RS)","Total","3399","23645","16077","6081","275"
"4320107","Sarandi (RS)","Total","2291","5912","606","62","30"
"4320206","Seberi (RS)","Total","881","1831","204","28","5"
"4320230","Sede Nova (RS)","Total","145","377","40","3","3"
"4320263","Segredo (RS)","Total","1315","1186","169","19","7"
"4320305","Selbach (RS)","Total","486","1128","53","11","5"
"4320321","Senador Salgado Filho (RS)","Total","194","301","40","6","-"
"4320354","Sentinela do Sul (RS)","Total","293","874","125","49","6"
"4320404","Serafina Corrêa (RS)","Total","1206","4852","453","82","17"
